,State,Year,Quarter,Pincode,Reg_Users
5403,Punjab,2019,3,140603,58135
5404,Punjab,2019,3,140301,55421
5405,Punjab,2019,3,147001,55395
5406,Punjab,2019,3,141003,48731
5407,Punjab,2019,3,145001,43993
5408,Punjab,2019,3,144001,41150
5409,Punjab,2019,3,151001,41035
5410,Punjab,2019,4,143001,181854
5411,Punjab,2019,4,141008,95986
5412,Punjab,2019,4,141001,65261
5413,Punjab,2019,4,140603,63297
5414,Punjab,2019,4,147001,60870
5415,Punjab,2019,4,140301,60612
5416,Punjab,2019,4,141003,53849
5417,Punjab,2019,4,145001,48845
5418,Punjab,2019,4,144001,45418
5419,Punjab,2019,4,151001,44790
5420,Punjab,2020,1,143001,202216
5421,Punjab,2020,1,141008,107678
5422,Punjab,2020,1,141001,71885
5423,Punjab,2020,1,140603,68646
5424,Punjab,2020,1,147001,66785
5425,Punjab,2020,1,140301,66070
5426,Punjab,2020,1,141003,59951
5427,Punjab,2020,1,145001,53948
5428,Punjab,2020,1,144001,49899
5429,Punjab,2020,1,151001,48875
5430,Punjab,2020,2,143001,223933
5431,Punjab,2020,2,141008,121221
5432,Punjab,2020,2,141001,78741
5433,Punjab,2020,2,140603,73870
5434,Punjab,2020,2,147001,73497
5435,Punjab,2020,2,140301,70939
5436,Punjab,2020,2,141003,66920
5437,Punjab,2020,2,145001,60258
5438,Punjab,2020,2,144001,54721
5439,Punjab,2020,2,141007,54075
5440,Punjab,2020,3,143001,247481
5441,Punjab,2020,3,141008,134739
5442,Punjab,2020,3,141001,85126
5443,Punjab,2020,3,147001,80029
5444,Punjab,2020,3,140603,79903
5445,Punjab,2020,3,140301,77135
5446,Punjab,2020,3,141003,73781
5447,Punjab,2020,3,145001,65997
5448,Punjab,2020,3,141007,60291
5449,Punjab,2020,3,144001,59885
5450,Punjab,2020,4,143001,271907
5451,Punjab,2020,4,141008,148538
5452,Punjab,2020,4,141001,92089
5453,Punjab,2020,4,147001,86847
5454,Punjab,2020,4,140603,86818
5455,Punjab,2020,4,140301,83566
5456,Punjab,2020,4,141003,80862
5457,Punjab,2020,4,145001,71859
5458,Punjab,2020,4,141007,66530
5459,Punjab,2020,4,144001,65000
5460,Punjab,2021,1,143001,293006
5461,Punjab,2021,1,141008,160672
5462,Punjab,2021,1,141001,98982
5463,Punjab,2021,1,140603,93273
5464,Punjab,2021,1,147001,93261
5465,Punjab,2021,1,140301,89916
5466,Punjab,2021,1,141003,87313
5467,Punjab,2021,1,145001,77208
5468,Punjab,2021,1,141007,72244
5469,Punjab,2021,1,144001,69853
5470,Punjab,2021,2,143001,313340
5471,Punjab,2021,2,141008,172469
5472,Punjab,2021,2,141001,105913
5473,Punjab,2021,2,147001,99727
5474,Punjab,2021,2,140603,99698
5475,Punjab,2021,2,140301,96091
5476,Punjab,2021,2,141003,93638
5477,Punjab,2021,2,145001,82752
5478,Punjab,2021,2,141007,77652
5479,Punjab,2021,2,144001,74733
5480,Punjab,2021,3,143001,335748
5481,Punjab,2021,3,141008,185668
5482,Punjab,2021,3,141001,113616
5483,Punjab,2021,3,147001,106847
5484,Punjab,2021,3,140603,106702
5485,Punjab,2021,3,140301,102934
5486,Punjab,2021,3,141003,100724
5487,Punjab,2021,3,145001,88761
5488,Punjab,2021,3,141007,83818
5489,Punjab,2021,3,144001,80134
5490,Punjab,2021,4,143001,357742
5491,Punjab,2021,4,141008,198843
5492,Punjab,2021,4,141001,121266
5493,Punjab,2021,4,147001,113889
5494,Punjab,2021,4,140603,113615
5495,Punjab,2021,4,140301,109619
5496,Punjab,2021,4,141003,107724
5497,Punjab,2021,4,145001,94773
5498,Punjab,2021,4,141007,90040
5499,Punjab,2021,4,144001,85478
5500,Punjab,2022,1,143001,378399
5501,Punjab,2022,1,141008,211333
5502,Punjab,2022,1,141001,128376
5503,Punjab,2022,1,147001,120433
5504,Punjab,2022,1,140603,120123
5505,Punjab,2022,1,140301,115842
5506,Punjab,2022,1,141003,114354
5507,Punjab,2022,1,145001,100381
5508,Punjab,2022,1,141007,95916
5509,Punjab,2022,1,144001,90415
5510,Punjab,2022,2,143001,397926
5511,Punjab,2022,2,141008,223136
5512,Punjab,2022,2,141001,135133
5513,Punjab,2022,2,147001,126600
5514,Punjab,2022,2,140603,126324
5515,Punjab,2022,2,140301,121762
5516,Punjab,2022,2,141003,120731
5517,Punjab,2022,2,145001,105746
5518,Punjab,2022,2,141007,101491
5519,Punjab,2022,2,144001,95113
5520,Punjab,2022,3,143001,418302
5521,Punjab,2022,3,141008,235576
5522,Punjab,2022,3,141001,142144
5523,Punjab,2022,3,147001,132932
5524,Punjab,2022,3,140603,132797
5525,Punjab,2022,3,140301,127787
5526,Punjab,2022,3,141003,127410
5527,Punjab,2022,3,145001,111293
5528,Punjab,2022,3,141007,107341
5529,Punjab,2022,3,144001,100011
5530,Punjab,2022,4,143001,438058
5531,Punjab,2022,4,141008,247825
5532,Punjab,2022,4,141001,149085
5533,Punjab,2022,4,140603,139073
5534,Punjab,2022,4,147001,138928
5535,Punjab,2022,4,141003,133998
5536,Punjab,2022,4,140301,133738
5537,Punjab,2022,4,145001,116518
5538,Punjab,2022,4,141007,113238
5539,Punjab,2022,4,144001,104885
5540,Rajasthan,2018,1,302012,68098
5541,Rajasthan,2018,1,302020,50344
5542,Rajasthan,2018,1,302029,49859
5543,Rajasthan,2018,1,302015,47908
5544,Rajasthan,2018,1,311001,46853
5545,Rajasthan,2018,1,302017,45661
5546,Rajasthan,2018,1,301001,39681
5547,Rajasthan,2018,1,302001,39025
5548,Rajasthan,2018,1,335001,36679
5549,Rajasthan,2018,1,313001,36182
5550,Rajasthan,2018,2,302012,89071
5551,Rajasthan,2018,2,302020,65233
5552,Rajasthan,2018,2,302029,64493
5553,Rajasthan,2018,2,311001,61741
5554,Rajasthan,2018,2,302015,61369
5555,Rajasthan,2018,2,302017,58627
5556,Rajasthan,2018,2,301001,52321
5557,Rajasthan,2018,2,302001,51641
5558,Rajasthan,2018,2,335001,48196
5559,Rajasthan,2018,2,313001,46898
5560,Rajasthan,2018,3,302012,107088
5561,Rajasthan,2018,3,302020,79083
5562,Rajasthan,2018,3,302029,77899
5563,Rajasthan,2018,3,302015,73697
5564,Rajasthan,2018,3,311001,73337
5565,Rajasthan,2018,3,302017,70843
5566,Rajasthan,2018,3,301001,62988
5567,Rajasthan,2018,3,302001,62534
5568,Rajasthan,2018,3,335001,57250
5569,Rajasthan,2018,3,302013,55784
5570,Rajasthan,2018,4,302012,128747
5571,Rajasthan,2018,4,302020,94293
5572,Rajasthan,2018,4,302029,93316
5573,Rajasthan,2018,4,302015,87634
5574,Rajasthan,2018,4,311001,87612
5575,Rajasthan,2018,4,302017,84185
5576,Rajasthan,2018,4,301001,75902
5577,Rajasthan,2018,4,302001,75261
5578,Rajasthan,2018,4,335001,70925
5579,Rajasthan,2018,4,302013,67335
5580,Rajasthan,2019,1,302012,152051
5581,Rajasthan,2019,1,302029,110968
5582,Rajasthan,2019,1,302020,109680
5583,Rajasthan,2019,1,311001,105316
5584,Rajasthan,2019,1,302015,100778
5585,Rajasthan,2019,1,302017,97262
5586,Rajasthan,2019,1,301001,89896
5587,Rajasthan,2019,1,302001,89061
5588,Rajasthan,2019,1,335001,82868
5589,Rajasthan,2019,1,302013,79661
5590,Rajasthan,2019,2,302012,168578
5591,Rajasthan,2019,2,302029,122421
5592,Rajasthan,2019,2,302020,120003
5593,Rajasthan,2019,2,311001,118290
5594,Rajasthan,2019,2,302015,109679
5595,Rajasthan,2019,2,302017,105403
5596,Rajasthan,2019,2,302001,104285
5597,Rajasthan,2019,2,301001,101785
5598,Rajasthan,2019,2,335001,92230
5599,Rajasthan,2019,2,313001,90885
5600,Rajasthan,2019,3,302012,185991
5601,Rajasthan,2019,3,302029,134500
5602,Rajasthan,2019,3,311001,131583
5603,Rajasthan,2019,3,302020,130651
5604,Rajasthan,2019,3,302015,118374
5605,Rajasthan,2019,3,302001,117686
5606,Rajasthan,2019,3,302017,114314
5607,Rajasthan,2019,3,301001,112490
5608,Rajasthan,2019,3,313001,103927
5609,Rajasthan,2019,3,335001,101510
5610,Rajasthan,2019,4,302012,201766
5611,Rajasthan,2019,4,302029,146384
5612,Rajasthan,2019,4,311001,143656
5613,Rajasthan,2019,4,302020,140229
5614,Rajasthan,2019,4,302001,128922
5615,Rajasthan,2019,4,302015,126802
5616,Rajasthan,2019,4,301001,122776
5617,Rajasthan,2019,4,302017,122407
5618,Rajasthan,2019,4,313001,115454
5619,Rajasthan,2019,4,334001,112040
5620,Rajasthan,2020,1,302012,217583
5621,Rajasthan,2020,1,302029,158044
5622,Rajasthan,2020,1,311001,157136
5623,Rajasthan,2020,1,302020,149472
5624,Rajasthan,2020,1,302001,139859
5625,Rajasthan,2020,1,302015,133707
5626,Rajasthan,2020,1,301001,133372
5627,Rajasthan,2020,1,302017,129853
5628,Rajasthan,2020,1,313001,127121
5629,Rajasthan,2020,1,334001,123837
5630,Rajasthan,2020,2,302012,233663
5631,Rajasthan,2020,2,311001,169810
5632,Rajasthan,2020,2,302029,168150
5633,Rajasthan,2020,2,302020,157169
5634,Rajasthan,2020,2,302001,149077
5635,Rajasthan,2020,2,301001,143723
5636,Rajasthan,2020,2,302015,139198
5637,Rajasthan,2020,2,313001,138209
5638,Rajasthan,2020,2,334001,136562
5639,Rajasthan,2020,2,302017,136122
5640,Rajasthan,2020,3,302012,253003
5641,Rajasthan,2020,3,311001,183544
5642,Rajasthan,2020,3,302029,181754
5643,Rajasthan,2020,3,302020,168113
5644,Rajasthan,2020,3,302001,159231
5645,Rajasthan,2020,3,301001,154881
5646,Rajasthan,2020,3,313001,151034
5647,Rajasthan,2020,3,334001,149863
5648,Rajasthan,2020,3,302015,147454
5649,Rajasthan,2020,3,302017,144656
5650,Rajasthan,2020,4,302012,271971
5651,Rajasthan,2020,4,311001,197187
5652,Rajasthan,2020,4,302029,194929
5653,Rajasthan,2020,4,302020,179165
5654,Rajasthan,2020,4,302001,169285
5655,Rajasthan,2020,4,301001,165747
5656,Rajasthan,2020,4,313001,164021
5657,Rajasthan,2020,4,334001,163859
5658,Rajasthan,2020,4,302015,155888
5659,Rajasthan,2020,4,302017,153346
5660,Rajasthan,2021,1,302012,292147
5661,Rajasthan,2021,1,311001,212281
5662,Rajasthan,2021,1,302029,209507
5663,Rajasthan,2021,1,302020,191909
5664,Rajasthan,2021,1,302001,180996
5665,Rajasthan,2021,1,301001,178156
5666,Rajasthan,2021,1,334001,177076
5667,Rajasthan,2021,1,313001,176646
5668,Rajasthan,2021,1,302015,166517
5669,Rajasthan,2021,1,302017,164063
5670,Rajasthan,2021,2,302012,312285
5671,Rajasthan,2021,2,311001,227209
5672,Rajasthan,2021,2,302029,223910
5673,Rajasthan,2021,2,302020,204686
5674,Rajasthan,2021,2,302001,192943
5675,Rajasthan,2021,2,301001,190560
5676,Rajasthan,2021,2,334001,189777
5677,Rajasthan,2021,2,313001,188708
5678,Rajasthan,2021,2,302015,177498
5679,Rajasthan,2021,2,302017,174826
5680,Rajasthan,2021,3,302012,335006
5681,Rajasthan,2021,3,311001,244096
5682,Rajasthan,2021,3,302029,240131
5683,Rajasthan,2021,3,302020,218927
5684,Rajasthan,2021,3,302001,206038
5685,Rajasthan,2021,3,301001,204447
5686,Rajasthan,2021,3,334001,204021
5687,Rajasthan,2021,3,313001,202038
5688,Rajasthan,2021,3,302015,189635
5689,Rajasthan,2021,3,302017,186862
5690,Rajasthan,2021,4,302012,357814
5691,Rajasthan,2021,4,311001,261008
5692,Rajasthan,2021,4,302029,256592
5693,Rajasthan,2021,4,302020,233202
5694,Rajasthan,2021,4,302001,219208
5695,Rajasthan,2021,4,301001,218321
5696,Rajasthan,2021,4,334001,218086
5697,Rajasthan,2021,4,313001,215569
5698,Rajasthan,2021,4,302015,201866
5699,Rajasthan,2021,4,302017,199101
5700,Rajasthan,2022,1,302012,379201
5701,Rajasthan,2022,1,311001,276732
5702,Rajasthan,2022,1,302029,271894
5703,Rajasthan,2022,1,302020,246589
5704,Rajasthan,2022,1,301001,231537
5705,Rajasthan,2022,1,302001,231535
5706,Rajasthan,2022,1,334001,231262
5707,Rajasthan,2022,1,313001,228203
5708,Rajasthan,2022,1,302015,213355
5709,Rajasthan,2022,1,302017,210495
5710,Rajasthan,2022,2,302012,399537
5711,Rajasthan,2022,2,311001,291700
5712,Rajasthan,2022,2,302029,286572
5713,Rajasthan,2022,2,302020,259218
5714,Rajasthan,2022,2,301001,244138
5715,Rajasthan,2022,2,334001,243611
5716,Rajasthan,2022,2,302001,243317
5717,Rajasthan,2022,2,313001,240292
5718,Rajasthan,2022,2,302015,224395
5719,Rajasthan,2022,2,302017,221344
5720,Rajasthan,2022,3,302012,420931
5721,Rajasthan,2022,3,311001,307471
5722,Rajasthan,2022,3,302029,301977
5723,Rajasthan,2022,3,302020,272359
5724,Rajasthan,2022,3,301001,257331
5725,Rajasthan,2022,3,334001,256340
5726,Rajasthan,2022,3,302001,255437
5727,Rajasthan,2022,3,313001,252805
5728,Rajasthan,2022,3,302015,235747
5729,Rajasthan,2022,3,302017,232516
5730,Rajasthan,2022,4,302012,442071
5731,Rajasthan,2022,4,311001,323050
5732,Rajasthan,2022,4,302029,317257
5733,Rajasthan,2022,4,302020,285618
5734,Rajasthan,2022,4,301001,270375
5735,Rajasthan,2022,4,334001,268334
5736,Rajasthan,2022,4,302001,267759
5737,Rajasthan,2022,4,313001,265014
5738,Rajasthan,2022,4,302015,247217
5739,Rajasthan,2022,4,302017,243904
5740,Sikkim,2018,1,737101,3490
5741,Sikkim,2018,1,737102,2643
5742,Sikkim,2018,1,737132,2313
5743,Sikkim,2018,1,737135,1769
5744,Sikkim,2018,1,737134,1743
5745,Sikkim,2018,1,737126,1175
5746,Sikkim,2018,1,737113,1019
5747,Sikkim,2018,1,737120,994
5748,Sikkim,2018,1,737136,931
5749,Sikkim,2018,1,737103,856
5750,Sikkim,2018,2,737101,4767
5751,Sikkim,2018,2,737102,3632
5752,Sikkim,2018,2,737132,3280
5753,Sikkim,2018,2,737134,2541
5754,Sikkim,2018,2,737135,2447
5755,Sikkim,2018,2,737126,1652
5756,Sikkim,2018,2,737120,1495
5757,Sikkim,2018,2,737113,1414
5758,Sikkim,2018,2,737136,1257
5759,Sikkim,2018,2,737103,1181
5760,Sikkim,2018,3,737101,6302
5761,Sikkim,2018,3,737102,4818
5762,Sikkim,2018,3,737132,4053
5763,Sikkim,2018,3,737134,3387
5764,Sikkim,2018,3,737135,3199
5765,Sikkim,2018,3,737126,2325
5766,Sikkim,2018,3,737120,2052
5767,Sikkim,2018,3,737113,1970
5768,Sikkim,2018,3,737103,1626
5769,Sikkim,2018,3,737136,1612
5770,Sikkim,2018,4,737101,8184
5771,Sikkim,2018,4,737102,6096
5772,Sikkim,2018,4,737132,4951
5773,Sikkim,2018,4,737134,4401
5774,Sikkim,2018,4,737135,4040
5775,Sikkim,2018,4,737126,3058
5776,Sikkim,2018,4,737120,2748
5777,Sikkim,2018,4,737113,2604
5778,Sikkim,2018,4,737103,2161
5779,Sikkim,2018,4,737136,1980
5780,Sikkim,2019,1,737101,9811
5781,Sikkim,2019,1,737102,7390
5782,Sikkim,2019,1,737132,5823
5783,Sikkim,2019,1,737134,5484
5784,Sikkim,2019,1,737135,4863
5785,Sikkim,2019,1,737126,3693
5786,Sikkim,2019,1,737120,3393
5787,Sikkim,2019,1,737113,3139
5788,Sikkim,2019,1,737103,2669
5789,Sikkim,2019,1,737136,2338
5790,Sikkim,2019,2,737101,11751
5791,Sikkim,2019,2,737102,8730
5792,Sikkim,2019,2,737132,6732
5793,Sikkim,2019,2,737134,6641
5794,Sikkim,2019,2,737135,5696
5795,Sikkim,2019,2,737126,4655
5796,Sikkim,2019,2,737120,3941
5797,Sikkim,2019,2,737113,3858
5798,Sikkim,2019,2,737103,3239
5799,Sikkim,2019,2,737121,2827
5800,Sikkim,2019,3,737101,13584
5801,Sikkim,2019,3,737102,9884
5802,Sikkim,2019,3,737134,7809
5803,Sikkim,2019,3,737132,7615
5804,Sikkim,2019,3,737135,6481
5805,Sikkim,2019,3,737126,5557
5806,Sikkim,2019,3,737113,4526
5807,Sikkim,2019,3,737120,4413
5808,Sikkim,2019,3,737103,3643
5809,Sikkim,2019,3,737121,3356
5810,Sikkim,2019,4,737101,15223
5811,Sikkim,2019,4,737102,11002
5812,Sikkim,2019,4,737134,8964
5813,Sikkim,2019,4,737132,8456
5814,Sikkim,2019,4,737135,7240
5815,Sikkim,2019,4,737126,6464
5816,Sikkim,2019,4,737113,5181
5817,Sikkim,2019,4,737120,4869
5818,Sikkim,2019,4,737103,3999
5819,Sikkim,2019,4,737121,3995
5820,Sikkim,2020,1,737101,17139
5821,Sikkim,2020,1,737102,12201
5822,Sikkim,2020,1,737134,10222
5823,Sikkim,2020,1,737132,9292
5824,Sikkim,2020,1,737135,8051
5825,Sikkim,2020,1,737126,7462
5826,Sikkim,2020,1,737113,5869
5827,Sikkim,2020,1,737120,5305
5828,Sikkim,2020,1,737121,4720
5829,Sikkim,2020,1,737103,4434
5830,Sikkim,2020,2,737101,19227
5831,Sikkim,2020,2,737102,13610
5832,Sikkim,2020,2,737134,11915
5833,Sikkim,2020,2,737132,10447
5834,Sikkim,2020,2,737135,9160
5835,Sikkim,2020,2,737126,8958
5836,Sikkim,2020,2,737113,6822
5837,Sikkim,2020,2,737120,5833
5838,Sikkim,2020,2,737121,5749
5839,Sikkim,2020,2,737103,4938
5840,Sikkim,2020,3,737101,21525
5841,Sikkim,2020,3,737102,15094
5842,Sikkim,2020,3,737134,13624
5843,Sikkim,2020,3,737132,11586
5844,Sikkim,2020,3,737135,10222
5845,Sikkim,2020,3,737126,10158
5846,Sikkim,2020,3,737113,7782
5847,Sikkim,2020,3,737121,6733
5848,Sikkim,2020,3,737120,6342
5849,Sikkim,2020,3,737103,5456
5850,Sikkim,2020,4,737101,23744
5851,Sikkim,2020,4,737102,16577
5852,Sikkim,2020,4,737134,15077
5853,Sikkim,2020,4,737132,12638
5854,Sikkim,2020,4,737126,11350
5855,Sikkim,2020,4,737135,11169
5856,Sikkim,2020,4,737113,8583
5857,Sikkim,2020,4,737121,7474
5858,Sikkim,2020,4,737120,6926
5859,Sikkim,2020,4,737103,5977
5860,Sikkim,2021,1,737101,25663
5861,Sikkim,2021,1,737102,17843
5862,Sikkim,2021,1,737134,16236
5863,Sikkim,2021,1,737132,13649
5864,Sikkim,2021,1,737126,12273
5865,Sikkim,2021,1,737135,12017
5866,Sikkim,2021,1,737113,9258
5867,Sikkim,2021,1,737121,8095
5868,Sikkim,2021,1,737120,7423
5869,Sikkim,2021,1,737103,6443
5870,Sikkim,2021,2,737101,27441
5871,Sikkim,2021,2,737102,19098
5872,Sikkim,2021,2,737134,17409
5873,Sikkim,2021,2,737132,14618
5874,Sikkim,2021,2,737126,13159
5875,Sikkim,2021,2,737135,12879
5876,Sikkim,2021,2,737113,9970
5877,Sikkim,2021,2,737121,8689
5878,Sikkim,2021,2,737120,7948
5879,Sikkim,2021,2,737103,6915
5880,Sikkim,2021,3,737101,29396
5881,Sikkim,2021,3,737102,20468
5882,Sikkim,2021,3,737134,18740
5883,Sikkim,2021,3,737132,15682
5884,Sikkim,2021,3,737126,14145
5885,Sikkim,2021,3,737135,13811
5886,Sikkim,2021,3,737113,10760
5887,Sikkim,2021,3,737121,9361
5888,Sikkim,2021,3,737120,8604
5889,Sikkim,2021,3,737103,7436
5890,Sikkim,2021,4,737101,31343
5891,Sikkim,2021,4,737102,21810
5892,Sikkim,2021,4,737134,20001
5893,Sikkim,2021,4,737132,16715
5894,Sikkim,2021,4,737126,15175
5895,Sikkim,2021,4,737135,14764
5896,Sikkim,2021,4,737113,11524
5897,Sikkim,2021,4,737121,10012
5898,Sikkim,2021,4,737120,9245
5899,Sikkim,2021,4,737103,7965
5900,Sikkim,2022,1,737101,33157
5901,Sikkim,2022,1,737102,23098
5902,Sikkim,2022,1,737134,21281
5903,Sikkim,2022,1,737132,17728
5904,Sikkim,2022,1,737126,16079
5905,Sikkim,2022,1,737135,15654
5906,Sikkim,2022,1,737113,12301
5907,Sikkim,2022,1,737121,10688
5908,Sikkim,2022,1,737120,9820
5909,Sikkim,2022,1,737103,8440
5910,Sikkim,2022,2,737101,34848
5911,Sikkim,2022,2,737102,24299
5912,Sikkim,2022,2,737134,22433
5913,Sikkim,2022,2,737132,18657
5914,Sikkim,2022,2,737126,16979
5915,Sikkim,2022,2,737135,16506
5916,Sikkim,2022,2,737113,13025
5917,Sikkim,2022,2,737121,11289
5918,Sikkim,2022,2,737120,10381
5919,Sikkim,2022,2,737103,8885
5920,Sikkim,2022,3,737101,36580
5921,Sikkim,2022,3,737102,25512
5922,Sikkim,2022,3,737134,23630
5923,Sikkim,2022,3,737132,19633
5924,Sikkim,2022,3,737126,17775
5925,Sikkim,2022,3,737135,17399
5926,Sikkim,2022,3,737113,13634
5927,Sikkim,2022,3,737121,11780
5928,Sikkim,2022,3,737120,10901
5929,Sikkim,2022,3,737103,9349
5930,Sikkim,2022,4,737101,38348
5931,Sikkim,2022,4,737102,26669
5932,Sikkim,2022,4,737134,24659
5933,Sikkim,2022,4,737132,20507
5934,Sikkim,2022,4,737126,18512
5935,Sikkim,2022,4,737135,18170
5936,Sikkim,2022,4,737113,14122
5937,Sikkim,2022,4,737121,12204
5938,Sikkim,2022,4,737120,11369
5939,Sikkim,2022,4,737103,9731
5940,Tamil Nadu,2018,1,600100,19254
5941,Tamil Nadu,2018,1,602105,17170
5942,Tamil Nadu,2018,1,641602,17139
5943,Tamil Nadu,2018,1,635109,16386
5944,Tamil Nadu,2018,1,600042,16188
5945,Tamil Nadu,2018,1,600003,16113
5946,Tamil Nadu,2018,1,600119,15020
5947,Tamil Nadu,2018,1,600056,14894
5948,Tamil Nadu,2018,1,600053,13947
5949,Tamil Nadu,2018,1,600097,13934
5950,Tamil Nadu,2018,2,600100,26004
5951,Tamil Nadu,2018,2,641602,24485
5952,Tamil Nadu,2018,2,602105,23885
5953,Tamil Nadu,2018,2,635109,23421
5954,Tamil Nadu,2018,2,600042,21630
5955,Tamil Nadu,2018,2,600003,21275
5956,Tamil Nadu,2018,2,600056,20493
5957,Tamil Nadu,2018,2,600119,19870
5958,Tamil Nadu,2018,2,635126,19632
5959,Tamil Nadu,2018,2,600053,19366
5960,Tamil Nadu,2018,3,600100,32407
5961,Tamil Nadu,2018,3,641602,32062
5962,Tamil Nadu,2018,3,602105,30685
5963,Tamil Nadu,2018,3,635109,30342
5964,Tamil Nadu,2018,3,600042,27281
5965,Tamil Nadu,2018,3,600056,25710
5966,Tamil Nadu,2018,3,635126,25446
5967,Tamil Nadu,2018,3,600119,25310
5968,Tamil Nadu,2018,3,600003,25211
5969,Tamil Nadu,2018,3,600053,24350
5970,Tamil Nadu,2018,4,600100,42866
5971,Tamil Nadu,2018,4,641602,41636
5972,Tamil Nadu,2018,4,602105,40337
5973,Tamil Nadu,2018,4,635109,39553
5974,Tamil Nadu,2018,4,600042,35139
5975,Tamil Nadu,2018,4,600056,34394
5976,Tamil Nadu,2018,4,635126,33327
5977,Tamil Nadu,2018,4,600119,32763
5978,Tamil Nadu,2018,4,600053,32652
5979,Tamil Nadu,2018,4,600003,31780
5980,Tamil Nadu,2019,1,600100,51245
5981,Tamil Nadu,2019,1,641602,49716
5982,Tamil Nadu,2019,1,602105,48656
5983,Tamil Nadu,2019,1,635109,48062
5984,Tamil Nadu,2019,1,600042,41510
5985,Tamil Nadu,2019,1,600056,41450
5986,Tamil Nadu,2019,1,635126,40399
5987,Tamil Nadu,2019,1,600053,39199
5988,Tamil Nadu,2019,1,600119,38537
5989,Tamil Nadu,2019,1,600003,38221
5990,Tamil Nadu,2019,2,600100,59144
5991,Tamil Nadu,2019,2,641602,58046
5992,Tamil Nadu,2019,2,635109,56022
5993,Tamil Nadu,2019,2,602105,55771
5994,Tamil Nadu,2019,2,600003,51153
5995,Tamil Nadu,2019,2,600056,48134
5996,Tamil Nadu,2019,2,635126,47157
5997,Tamil Nadu,2019,2,600042,47069
5998,Tamil Nadu,2019,2,600053,45586
5999,Tamil Nadu,2019,2,600116,43913
6000,Tamil Nadu,2019,3,641602,66075
6001,Tamil Nadu,2019,3,600100,65467
6002,Tamil Nadu,2019,3,635109,63628
6003,Tamil Nadu,2019,3,602105,62631
6004,Tamil Nadu,2019,3,600003,60506
6005,Tamil Nadu,2019,3,600056,54402
6006,Tamil Nadu,2019,3,635126,53597
6007,Tamil Nadu,2019,3,600042,51880
6008,Tamil Nadu,2019,3,600053,50908
6009,Tamil Nadu,2019,3,600116,49401
6010,Tamil Nadu,2019,4,641602,75544
6011,Tamil Nadu,2019,4,600100,72286
6012,Tamil Nadu,2019,4,635109,72159
6013,Tamil Nadu,2019,4,602105,70089
6014,Tamil Nadu,2019,4,600003,67897
6015,Tamil Nadu,2019,4,600056,60936
6016,Tamil Nadu,2019,4,635126,60812
6017,Tamil Nadu,2019,4,600042,56848
6018,Tamil Nadu,2019,4,600053,56622
6019,Tamil Nadu,2019,4,600116,55253
6020,Tamil Nadu,2020,1,641602,85509
6021,Tamil Nadu,2020,1,635109,80309
6022,Tamil Nadu,2020,1,600100,78806
6023,Tamil Nadu,2020,1,602105,77276
6024,Tamil Nadu,2020,1,600003,74485
6025,Tamil Nadu,2020,1,635126,67464
6026,Tamil Nadu,2020,1,600056,67263
6027,Tamil Nadu,2020,1,600053,62400
6028,Tamil Nadu,2020,1,600042,61417
6029,Tamil Nadu,2020,1,600116,60816
6030,Tamil Nadu,2020,2,641602,95158
6031,Tamil Nadu,2020,2,635109,87458
6032,Tamil Nadu,2020,2,600100,83667
6033,Tamil Nadu,2020,2,602105,82779
6034,Tamil Nadu,2020,2,600003,77789
6035,Tamil Nadu,2020,2,635126,73063
6036,Tamil Nadu,2020,2,600056,72281
6037,Tamil Nadu,2020,2,600053,67058
6038,Tamil Nadu,2020,2,600116,65439
6039,Tamil Nadu,2020,2,600042,64796
6040,Tamil Nadu,2020,3,641602,107812
6041,Tamil Nadu,2020,3,635109,97699
6042,Tamil Nadu,2020,3,602105,90254
6043,Tamil Nadu,2020,3,600100,90250
6044,Tamil Nadu,2020,3,600003,81870
6045,Tamil Nadu,2020,3,635126,80964
6046,Tamil Nadu,2020,3,600056,78968
6047,Tamil Nadu,2020,3,600053,73528
6048,Tamil Nadu,2020,3,600116,71557
6049,Tamil Nadu,2020,3,600042,69297
6050,Tamil Nadu,2020,4,641602,121857
6051,Tamil Nadu,2020,4,635109,110280
6052,Tamil Nadu,2020,4,602105,100634
6053,Tamil Nadu,2020,4,600100,98526
6054,Tamil Nadu,2020,4,635126,90075
6055,Tamil Nadu,2020,4,600003,87638
6056,Tamil Nadu,2020,4,600056,87572
6057,Tamil Nadu,2020,4,600053,81716
6058,Tamil Nadu,2020,4,600116,79368
6059,Tamil Nadu,2020,4,600042,75433
6060,Tamil Nadu,2021,1,641602,132560
6061,Tamil Nadu,2021,1,635109,119256
6062,Tamil Nadu,2021,1,602105,109002
6063,Tamil Nadu,2021,1,600100,105601
6064,Tamil Nadu,2021,1,635126,97362
6065,Tamil Nadu,2021,1,600056,94311
6066,Tamil Nadu,2021,1,600003,93539
6067,Tamil Nadu,2021,1,600053,88146
6068,Tamil Nadu,2021,1,600116,85493
6069,Tamil Nadu,2021,1,600042,80853
6070,Tamil Nadu,2021,2,641602,141899
6071,Tamil Nadu,2021,2,635109,127444
6072,Tamil Nadu,2021,2,602105,116613
6073,Tamil Nadu,2021,2,600100,112485
6074,Tamil Nadu,2021,2,635126,103999
6075,Tamil Nadu,2021,2,600056,100579
6076,Tamil Nadu,2021,2,600003,99585
6077,Tamil Nadu,2021,2,600053,94042
