,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
5959,Tamil Nadu,2018,3,600003,4430587,7070098756.153783,TOTAL
5960,Tamil Nadu,2018,3,641001,744052,1050152007.6825559,TOTAL
5961,Tamil Nadu,2018,3,636015,163360,273319148.19705296,TOTAL
5962,Tamil Nadu,2018,3,635126,150005,290338070.1790305,TOTAL
5963,Tamil Nadu,2018,3,600097,141460,217401146.047229,TOTAL
5964,Tamil Nadu,2018,3,600119,138418,218687635.55921072,TOTAL
5965,Tamil Nadu,2018,3,641601,135517,254249371.25811708,TOTAL
5966,Tamil Nadu,2018,3,600130,122218,185321325.48188782,TOTAL
5967,Tamil Nadu,2018,3,620001,121577,219715880.519094,TOTAL
5968,Tamil Nadu,2018,3,600016,115851,190924882.79157287,TOTAL
5969,Tamil Nadu,2018,4,600003,5539392,10066365923.24963,TOTAL
5970,Tamil Nadu,2018,4,641001,843859,1423056619.407611,TOTAL
5971,Tamil Nadu,2018,4,600097,226430,320761345.3571303,TOTAL
5972,Tamil Nadu,2018,4,636015,209669,384451489.5116932,TOTAL
5973,Tamil Nadu,2018,4,600119,208358,319036633.4215151,TOTAL
5974,Tamil Nadu,2018,4,635126,203970,421419396.2658981,TOTAL
5975,Tamil Nadu,2018,4,641601,183276,352623543.4756083,TOTAL
5976,Tamil Nadu,2018,4,602105,165149,247756868.24497595,TOTAL
5977,Tamil Nadu,2018,4,600100,155543,278569002.94251156,TOTAL
5978,Tamil Nadu,2018,4,620001,155412,305501691.7247781,TOTAL
5979,Tamil Nadu,2019,1,600003,8217185,12799152324.27052,TOTAL
5980,Tamil Nadu,2019,1,641001,1337996,2370445180.2124534,TOTAL
5981,Tamil Nadu,2019,1,600097,385521,514070417.7926743,TOTAL
5982,Tamil Nadu,2019,1,600119,379501,519174547.9382769,TOTAL
5983,Tamil Nadu,2019,1,636015,344088,591547622.9547863,TOTAL
5984,Tamil Nadu,2019,1,641601,321373,579706051.0532844,TOTAL
5985,Tamil Nadu,2019,1,635126,285441,468046147.18516535,TOTAL
5986,Tamil Nadu,2019,1,602105,282825,345351598.74653083,TOTAL
5987,Tamil Nadu,2019,1,600130,264329,377930074.5760394,TOTAL
5988,Tamil Nadu,2019,1,620001,255536,449790726.2631589,TOTAL
5989,Tamil Nadu,2019,2,600003,6992850,13700604318.48539,TOTAL
5990,Tamil Nadu,2019,2,641001,1739607,4031103255.4825172,TOTAL
5991,Tamil Nadu,2019,2,600097,445866,585669742.30745,TOTAL
5992,Tamil Nadu,2019,2,600119,434002,596518369.3512512,TOTAL
5993,Tamil Nadu,2019,2,641601,422511,937053319.0659298,TOTAL
5994,Tamil Nadu,2019,2,636015,412809,917369003.8631979,TOTAL
5995,Tamil Nadu,2019,2,600100,302921,491600273.48694897,TOTAL
5996,Tamil Nadu,2019,2,620001,301929,661158989.2982836,TOTAL
5997,Tamil Nadu,2019,2,600130,298156,436263623.9209101,TOTAL
5998,Tamil Nadu,2019,2,638003,273109,600958887.6522083,TOTAL
5999,Tamil Nadu,2019,3,600003,6406756,14709936634.889,TOTAL
6000,Tamil Nadu,2019,3,641001,1998001,5484926978.195975,TOTAL
6001,Tamil Nadu,2019,3,600119,722934,796879009.5874771,TOTAL
6002,Tamil Nadu,2019,3,600097,649021,734602492.2289515,TOTAL
6003,Tamil Nadu,2019,3,636015,512223,1307747080.3076725,TOTAL
6004,Tamil Nadu,2019,3,641601,510742,1301324485.20942,TOTAL
6005,Tamil Nadu,2019,3,600130,451652,552719273.3423706,TOTAL
6006,Tamil Nadu,2019,3,600100,422801,601833751.4182258,TOTAL
6007,Tamil Nadu,2019,3,620001,373860,917332900.1667721,TOTAL
6008,Tamil Nadu,2019,3,602105,335042,449183531.5210887,TOTAL
6009,Tamil Nadu,2019,4,600003,10008230,21375916666.727257,TOTAL
6010,Tamil Nadu,2019,4,641001,2511187,6450498209.012604,TOTAL
6011,Tamil Nadu,2019,4,600119,949727,977965752.8065317,TOTAL
6012,Tamil Nadu,2019,4,600097,866888,899930959.1075094,TOTAL
6013,Tamil Nadu,2019,4,641601,652932,1545981089.7466207,TOTAL
6014,Tamil Nadu,2019,4,600130,635201,702860307.7140641,TOTAL
6015,Tamil Nadu,2019,4,636015,615141,1454784543.1661992,TOTAL
6016,Tamil Nadu,2019,4,600100,569544,745066620.5642649,TOTAL
6017,Tamil Nadu,2019,4,620001,477841,1090800191.3511899,TOTAL
6018,Tamil Nadu,2019,4,600096,465289,564372574.964261,TOTAL
6019,Tamil Nadu,2020,1,600003,14352747,29310364582.884754,TOTAL
6020,Tamil Nadu,2020,1,641018,2111071,5210013493.294355,TOTAL
6021,Tamil Nadu,2020,1,600119,1064670,1128163380.7142224,TOTAL
6022,Tamil Nadu,2020,1,600097,924315,997907165.891912,TOTAL
6023,Tamil Nadu,2020,1,600130,718114,787939417.523159,TOTAL
6024,Tamil Nadu,2020,1,600100,658195,858538448.1417917,TOTAL
6025,Tamil Nadu,2020,1,600096,549025,641642642.4866289,TOTAL
6026,Tamil Nadu,2020,1,600042,521888,643566422.7428123,TOTAL
6027,Tamil Nadu,2020,1,602105,519858,594897331.0955238,TOTAL
6028,Tamil Nadu,2020,1,636006,464201,1203247531.510053,TOTAL
6029,Tamil Nadu,2020,2,600003,8641869,22394007817.575096,TOTAL
6030,Tamil Nadu,2020,2,641018,1711806,4858715192.665498,TOTAL
6031,Tamil Nadu,2020,2,636006,436554,1192597688.7090073,TOTAL
6032,Tamil Nadu,2020,2,600100,366181,539808099.6082759,TOTAL
6033,Tamil Nadu,2020,2,635109,344887,536735274.25252926,TOTAL
6034,Tamil Nadu,2020,2,600119,318150,410033287.9929408,TOTAL
6035,Tamil Nadu,2020,2,635126,311070,526135656.1687701,TOTAL
6036,Tamil Nadu,2020,2,600097,290595,360451206.47577035,TOTAL
6037,Tamil Nadu,2020,2,602105,255659,328797416.64725065,TOTAL
6038,Tamil Nadu,2020,2,641602,248113,458699601.40400076,TOTAL
6039,Tamil Nadu,2020,3,600003,11269288,28801727693.914406,TOTAL
6040,Tamil Nadu,2020,3,641018,2261155,6118709428.796043,TOTAL
6041,Tamil Nadu,2020,3,636006,1015825,2794983704.570053,TOTAL
6042,Tamil Nadu,2020,3,635109,598811,1002653790.519563,TOTAL
6043,Tamil Nadu,2020,3,600100,514489,768349593.1809273,TOTAL
6044,Tamil Nadu,2020,3,635126,512840,818669317.5640285,TOTAL
6045,Tamil Nadu,2020,3,625001,453384,1223732991.2024899,TOTAL
6046,Tamil Nadu,2020,3,641602,448547,1009083629.0274758,TOTAL
6047,Tamil Nadu,2020,3,602105,446062,630267409.1499232,TOTAL
6048,Tamil Nadu,2020,3,638001,397031,1113899382.2844071,TOTAL
6049,Tamil Nadu,2020,4,600003,11690163,26114457256.84628,TOTAL
6050,Tamil Nadu,2020,4,641018,2424429,5568050172.039789,TOTAL
6051,Tamil Nadu,2020,4,636006,1174582,2889128960.595086,TOTAL
6052,Tamil Nadu,2020,4,635109,1165466,1845088384.5167162,TOTAL
6053,Tamil Nadu,2020,4,635126,1017235,1521953929.3793557,TOTAL
6054,Tamil Nadu,2020,4,600100,992411,1308127036.490784,TOTAL
6055,Tamil Nadu,2020,4,602105,940801,1155605481.4166443,TOTAL
6056,Tamil Nadu,2020,4,641602,761944,1627583745.7923462,TOTAL
6057,Tamil Nadu,2020,4,600056,739273,1109853352.4073906,TOTAL
6058,Tamil Nadu,2020,4,600042,710121,904201988.7445955,TOTAL
6059,Tamil Nadu,2021,1,600003,25512152,44939868773.04715,TOTAL
6060,Tamil Nadu,2021,1,641018,4542090,8296801382.806343,TOTAL
6061,Tamil Nadu,2021,1,636006,2318051,4686183219.283338,TOTAL
6062,Tamil Nadu,2021,1,635109,1238103,1900317477.799319,TOTAL
6063,Tamil Nadu,2021,1,602105,1135840,1360867198.7375581,TOTAL
6064,Tamil Nadu,2021,1,600100,1095476,1466611474.8299057,TOTAL
6065,Tamil Nadu,2021,1,635126,1072079,1586170318.8836057,TOTAL
6066,Tamil Nadu,2021,1,600119,854299,1006535205.3841006,TOTAL
6067,Tamil Nadu,2021,1,625001,851451,1833415848.5645742,TOTAL
6068,Tamil Nadu,2021,1,600042,831771,1034683333.1038237,TOTAL
6069,Tamil Nadu,2021,2,600003,31694305,54282023022.63944,TOTAL
6070,Tamil Nadu,2021,2,641018,5338666,9441179349.819544,TOTAL
6071,Tamil Nadu,2021,2,636006,2808515,5258089982.689848,TOTAL
6072,Tamil Nadu,2021,2,635109,1275081,2006220732.4877515,TOTAL
6073,Tamil Nadu,2021,2,635126,1053379,1591448500.4473886,TOTAL
6074,Tamil Nadu,2021,2,602105,1016568,1222850945.1461587,TOTAL
6075,Tamil Nadu,2021,2,625001,998470,1956382556.8370545,TOTAL
6076,Tamil Nadu,2021,2,600100,976163,1399029790.5335903,TOTAL
6077,Tamil Nadu,2021,2,638001,968778,1829285601.8969312,TOTAL
6078,Tamil Nadu,2021,2,641606,882662,1597137037.2545476,TOTAL
6079,Tamil Nadu,2021,3,600003,42982007,71274098295.90457,TOTAL
6080,Tamil Nadu,2021,3,641018,7936164,13854294288.678345,TOTAL
6081,Tamil Nadu,2021,3,636006,3672350,6959855100.6840725,TOTAL
6082,Tamil Nadu,2021,3,635109,1825088,2870893024.0417814,TOTAL
6083,Tamil Nadu,2021,3,635126,1608746,2373351087.656296,TOTAL
6084,Tamil Nadu,2021,3,602105,1520017,1812031117.3820472,TOTAL
6085,Tamil Nadu,2021,3,641602,1367642,2684695543.2562833,TOTAL
6086,Tamil Nadu,2021,3,600100,1350298,1860703756.770228,TOTAL
6087,Tamil Nadu,2021,3,638001,1332618,2583766792.997224,TOTAL
6088,Tamil Nadu,2021,3,641606,1310393,2388622653.5035377,TOTAL
6089,Tamil Nadu,2021,4,600003,54054310,83084090738.55415,TOTAL
6090,Tamil Nadu,2021,4,641018,10521066,18538563797.394085,TOTAL
6091,Tamil Nadu,2021,4,636006,4873445,8282830631.999786,TOTAL
6092,Tamil Nadu,2021,4,635109,2291857,3599042483.4035006,TOTAL
6093,Tamil Nadu,2021,4,635126,1962102,2901462305.604706,TOTAL
6094,Tamil Nadu,2021,4,602105,1820307,2105004028.3738217,TOTAL
6095,Tamil Nadu,2021,4,641602,1806619,3224339266.1110125,TOTAL
6096,Tamil Nadu,2021,4,638001,1748741,3214426277.67511,TOTAL
6097,Tamil Nadu,2021,4,600100,1601658,2180876811.626523,TOTAL
6098,Tamil Nadu,2021,4,641606,1599490,2680099178.036751,TOTAL
6099,Tamil Nadu,2022,1,600003,62446149,95888452779.63263,TOTAL
6100,Tamil Nadu,2022,1,641018,12588968,24436130479.46472,TOTAL
6101,Tamil Nadu,2022,1,636006,5321118,9190335218.72433,TOTAL
6102,Tamil Nadu,2022,1,635109,2529796,3995922448.343732,TOTAL
6103,Tamil Nadu,2022,1,635126,2133935,3120121471.4986033,TOTAL
6104,Tamil Nadu,2022,1,641602,2060478,3585502916.232564,TOTAL
6105,Tamil Nadu,2022,1,602105,2034034,2412500026.8843203,TOTAL
6106,Tamil Nadu,2022,1,638001,1982168,3629711418.7918158,TOTAL
6107,Tamil Nadu,2022,1,641606,1862567,3056211719.8197355,TOTAL
6108,Tamil Nadu,2022,1,600100,1849606,2551967667.3345017,TOTAL
6109,Tamil Nadu,2022,2,600003,75241472,108938946466.4329,TOTAL
6110,Tamil Nadu,2022,2,641018,14629361,27251696998.752544,TOTAL
6111,Tamil Nadu,2022,2,636006,6530959,10644716245.12516,TOTAL
6112,Tamil Nadu,2022,2,635109,2964991,4720223119.00359,TOTAL
6113,Tamil Nadu,2022,2,635126,2492364,3589177494.7607107,TOTAL
6114,Tamil Nadu,2022,2,641602,2484283,4129162575.8199277,TOTAL
6115,Tamil Nadu,2022,2,602105,2411211,2767735011.169202,TOTAL
6116,Tamil Nadu,2022,2,638001,2356156,4040419801.569825,TOTAL
6117,Tamil Nadu,2022,2,600100,2286488,3032455837.5391455,TOTAL
6118,Tamil Nadu,2022,2,641606,2193353,3271923943.3149133,TOTAL
6119,Tamil Nadu,2022,3,600119,54651373,74718053576.90952,TOTAL
6120,Tamil Nadu,2022,3,636014,20259438,28349190740.985077,TOTAL
6121,Tamil Nadu,2022,3,641045,19099879,27635618531.8156,TOTAL
6122,Tamil Nadu,2022,3,625001,11979830,20707246455.0557,TOTAL
6123,Tamil Nadu,2022,3,600003,10598330,17101667469.240383,TOTAL
6124,Tamil Nadu,2022,3,641602,5887176,8047928131.869511,TOTAL
6125,Tamil Nadu,2022,3,635109,3057691,4763463314.477103,TOTAL
6126,Tamil Nadu,2022,3,635126,2820375,4082712917.5965753,TOTAL
6127,Tamil Nadu,2022,3,620008,2684155,4773527510.595255,TOTAL
6128,Tamil Nadu,2022,3,641018,2642228,4984058675.54731,TOTAL
6129,Tamil Nadu,2022,4,600119,82889654,111402422914.48465,TOTAL
6130,Tamil Nadu,2022,4,636014,21699572,29929367291.49858,TOTAL
6131,Tamil Nadu,2022,4,641045,15769128,23052180926.24506,TOTAL
6132,Tamil Nadu,2022,4,625001,14703058,24536471051.54523,TOTAL
6133,Tamil Nadu,2022,4,641602,7786748,10467948069.96344,TOTAL
6134,Tamil Nadu,2022,4,620008,3757206,6386260127.209974,TOTAL
6135,Tamil Nadu,2022,4,600009,3486481,5357295835.789652,TOTAL
6136,Tamil Nadu,2022,4,635109,3336387,5059804049.212596,TOTAL
6137,Tamil Nadu,2022,4,635126,3113919,4467613782.531245,TOTAL
6138,Tamil Nadu,2022,4,602105,2788086,2868136486.4934983,TOTAL
6139,Telangana,2018,1,500012,933013,1643061976.426294,TOTAL
6140,Telangana,2018,1,500072,215623,445608318.34719795,TOTAL
6141,Telangana,2018,1,500032,160428,316835725.5479444,TOTAL
6142,Telangana,2018,1,500081,151698,350891989.2777426,TOTAL
6143,Telangana,2018,1,500038,151246,203677310.065389,TOTAL
6144,Telangana,2018,1,500016,137306,211814423.28040802,TOTAL
6145,Telangana,2018,1,500018,112441,203861708.14332354,TOTAL
6146,Telangana,2018,1,505001,112432,168520809.014489,TOTAL
6147,Telangana,2018,1,500039,100986,152297504.0434354,TOTAL
6148,Telangana,2018,1,500026,94394,188854409.19670594,TOTAL
6149,Telangana,2018,2,500012,1024336,2257038218.1929708,TOTAL
6150,Telangana,2018,2,500072,297195,699643124.7597772,TOTAL
6151,Telangana,2018,2,500032,232439,485053256.8543969,TOTAL
6152,Telangana,2018,2,500081,225115,538787867.8776424,TOTAL
6153,Telangana,2018,2,500038,200504,308906616.31299764,TOTAL
6154,Telangana,2018,2,500016,189347,355197452.597319,TOTAL
6155,Telangana,2018,2,500018,151255,319836635.27535856,TOTAL
6156,Telangana,2018,2,505001,130067,298618152.8388853,TOTAL
6157,Telangana,2018,2,500039,124852,248613831.70402747,TOTAL
6158,Telangana,2018,2,500026,118944,282270122.07038534,TOTAL
6159,Telangana,2018,3,500012,1726388,3077635699.337487,TOTAL
6160,Telangana,2018,3,500072,549460,1009515709.7381854,TOTAL
6161,Telangana,2018,3,500038,535796,508792982.12914383,TOTAL
6162,Telangana,2018,3,500032,492305,716119184.664336,TOTAL
6163,Telangana,2018,3,504107,461234,217879741.69579607,TOTAL
6164,Telangana,2018,3,500081,435889,737317606.0116308,TOTAL
6165,Telangana,2018,3,500016,430231,554000289.2947192,TOTAL
6166,Telangana,2018,3,500060,274570,304386021.6228584,TOTAL
6167,Telangana,2018,3,500029,260895,325136953.40372956,TOTAL
6168,Telangana,2018,3,500018,245913,456030786.99653006,TOTAL
6169,Telangana,2018,4,500012,2576408,4841883809.168822,TOTAL
6170,Telangana,2018,4,500072,978014,1574884360.6079535,TOTAL
6171,Telangana,2018,4,500038,895344,760635112.1763471,TOTAL
6172,Telangana,2018,4,500081,771395,1097591901.883511,TOTAL
6173,Telangana,2018,4,500032,769651,1061311574.5361316,TOTAL
6174,Telangana,2018,4,500016,706080,833350513.0183806,TOTAL
6175,Telangana,2018,4,500018,461691,724904812.767054,TOTAL
6176,Telangana,2018,4,500060,435799,429765587.88161254,TOTAL
6177,Telangana,2018,4,500039,421393,595977795.5046772,TOTAL
6178,Telangana,2018,4,500029,369821,469133418.6571926,TOTAL
6179,Telangana,2019,1,500012,9957548,15399177052.931395,TOTAL
6180,Telangana,2019,1,500072,1975646,2764091746.9875956,TOTAL
6181,Telangana,2019,1,500038,1697552,1317844518.8662872,TOTAL
6182,Telangana,2019,1,500081,1677796,1995814301.698573,TOTAL
6183,Telangana,2019,1,500032,1636032,1881682005.7352486,TOTAL
6184,Telangana,2019,1,500018,1529944,2182261089.112191,TOTAL
6185,Telangana,2019,1,500016,1404149,1499878318.3139966,TOTAL
6186,Telangana,2019,1,500039,903371,1095746358.6032581,TOTAL
6187,Telangana,2019,1,500033,883497,1292058131.3396442,TOTAL
6188,Telangana,2019,1,500060,780372,720324989.7987916,TOTAL
6189,Telangana,2019,2,500012,23303184,42709920754.79193,TOTAL
6190,Telangana,2019,2,500018,3085949,5218807825.907257,TOTAL
6191,Telangana,2019,2,500072,2526725,3574015970.48053,TOTAL
6192,Telangana,2019,2,500081,1894273,2386307157.364939,TOTAL
6193,Telangana,2019,2,500038,1869936,1544355295.114236,TOTAL
6194,Telangana,2019,2,500032,1780144,2227980757.008911,TOTAL
6195,Telangana,2019,2,500016,1642976,2049603261.8246489,TOTAL
6196,Telangana,2019,2,500050,1496961,2720759059.843043,TOTAL
6197,Telangana,2019,2,500033,1480944,2546418815.7266636,TOTAL
6198,Telangana,2019,2,500079,1040262,1977428087.8897567,TOTAL
6199,Telangana,2019,3,500012,27360144,55516914964.120514,TOTAL
6200,Telangana,2019,3,500018,3915249,6863094038.248659,TOTAL
6201,Telangana,2019,3,500072,3798329,4740576706.408675,TOTAL
6202,Telangana,2019,3,500081,2753426,3168448499.8658333,TOTAL
6203,Telangana,2019,3,500038,2629557,2029388681.6419814,TOTAL
6204,Telangana,2019,3,500032,2606169,2945721385.466215,TOTAL
6205,Telangana,2019,3,500016,2385216,2712147334.8997617,TOTAL
6206,Telangana,2019,3,500033,1967878,3306557806.3959007,TOTAL
6207,Telangana,2019,3,500050,1855269,3468735908.6425285,TOTAL
6208,Telangana,2019,3,500039,1536671,1936873014.9386618,TOTAL
6209,Telangana,2019,4,500012,32637373,67244225971.71475,TOTAL
6210,Telangana,2019,4,500001,6103514,11566891431.241299,TOTAL
6211,Telangana,2019,4,500072,4915329,6225556780.593813,TOTAL
6212,Telangana,2019,4,500018,4851385,8542375022.939508,TOTAL
6213,Telangana,2019,4,500081,3658793,4133640908.2773466,TOTAL
6214,Telangana,2019,4,500032,3474419,3828190545.66564,TOTAL
6215,Telangana,2019,4,500038,3153300,2536028435.2275977,TOTAL
6216,Telangana,2019,4,500016,2939579,3384960921.0282316,TOTAL
6217,Telangana,2019,4,500033,2459039,4111941460.5223675,TOTAL
6218,Telangana,2019,4,500050,2339941,4437344455.457349,TOTAL
6219,Telangana,2020,1,500001,63671159,139394865595.49792,TOTAL
6220,Telangana,2020,1,500072,5283290,7251265300.592133,TOTAL
6221,Telangana,2020,1,500081,4030937,4658668731.2112255,TOTAL
6222,Telangana,2020,1,500032,3884043,4343247128.730584,TOTAL
6223,Telangana,2020,1,500038,3044785,2780437455.6805067,TOTAL
6224,Telangana,2020,1,500016,2821233,3306303138.465645,TOTAL
6225,Telangana,2020,1,500018,2528782,3581249603.331252,TOTAL
6226,Telangana,2020,1,500039,2180737,3101743455.4914875,TOTAL
6227,Telangana,2020,1,506002,2177275,4647570989.458022,TOTAL
6228,Telangana,2020,1,505001,1849558,3987730977.830345,TOTAL
6229,Telangana,2020,2,500001,39752686,101961882246.87434,TOTAL
6230,Telangana,2020,2,500072,2779331,4714390213.642207,TOTAL
6231,Telangana,2020,2,506002,2722371,6397270660.953796,TOTAL
6232,Telangana,2020,2,500018,1896744,3081395010.7262,TOTAL
6233,Telangana,2020,2,505001,1461977,3340696162.1287227,TOTAL
6234,Telangana,2020,2,500039,1423767,2242259968.827369,TOTAL
6235,Telangana,2020,2,500055,1408700,2447858964.6717243,TOTAL
6236,Telangana,2020,2,500037,1403379,2230607212.6782274,TOTAL
6237,Telangana,2020,2,502032,1205120,2154217533.0633264,TOTAL
6238,Telangana,2020,2,500070,1125474,2262226438.58338,TOTAL
6239,Telangana,2020,3,500001,70732132,177532009421.7673,TOTAL
6240,Telangana,2020,3,500072,4818327,7901366588.553955,TOTAL
6241,Telangana,2020,3,500018,3646086,6746066279.411854,TOTAL
6242,Telangana,2020,3,500039,2336855,3855753536.4990525,TOTAL
6243,Telangana,2020,3,500055,2240862,3983341841.3421497,TOTAL
6244,Telangana,2020,3,505001,2235829,5204420874.87776,TOTAL
6245,Telangana,2020,3,500037,2158500,3554512862.563189,TOTAL
6246,Telangana,2020,3,500070,2014542,4086431822.0088406,TOTAL
6247,Telangana,2020,3,506002,1859437,4359145060.253377,TOTAL
6248,Telangana,2020,3,502032,1838354,3319367371.337398,TOTAL
6249,Telangana,2020,4,500001,63797806,154104662898.10645,TOTAL
6250,Telangana,2020,4,500072,9070883,13937755536.535961,TOTAL
6251,Telangana,2020,4,500018,5643815,9675318583.896774,TOTAL
6252,Telangana,2020,4,500039,3991810,6396528382.565709,TOTAL
6253,Telangana,2020,4,500055,3765251,6495264678.062862,TOTAL
6254,Telangana,2020,4,505001,3684087,8231302076.458456,TOTAL
6255,Telangana,2020,4,500081,3671481,4383805035.137949,TOTAL
6256,Telangana,2020,4,500016,3576713,5064748267.023199,TOTAL
6257,Telangana,2020,4,500070,3576367,6881582556.487806,TOTAL
6258,Telangana,2020,4,500037,3473445,5673537692.512934,TOTAL
6259,Telangana,2021,1,500001,107274281,218270126529.36053,TOTAL
6260,Telangana,2021,1,500072,10520264,15264391308.449902,TOTAL
6261,Telangana,2021,1,500018,7159503,11598274057.953592,TOTAL
6262,Telangana,2021,1,500081,4728444,5317903334.226204,TOTAL
6263,Telangana,2021,1,500016,4385582,5762427603.927832,TOTAL
6264,Telangana,2021,1,500039,4354127,6819509471.193953,TOTAL
6265,Telangana,2021,1,500055,4029164,6832605636.055994,TOTAL
6266,Telangana,2021,1,505001,3830885,8431766336.033277,TOTAL
6267,Telangana,2021,1,500038,3830061,4315546333.829466,TOTAL
6268,Telangana,2021,1,500070,3797889,7344286754.616329,TOTAL
6269,Telangana,2021,2,500001,148864777,315432046413.66345,TOTAL
6270,Telangana,2021,2,500072,10572910,17216422936.74786,TOTAL
6271,Telangana,2021,2,500018,8266463,14460490857.729868,TOTAL
6272,Telangana,2021,2,500055,4647957,8385875879.773148,TOTAL
6273,Telangana,2021,2,500039,4555479,7931116247.381447,TOTAL
6274,Telangana,2021,2,505001,4419442,10840946405.539165,TOTAL
6275,Telangana,2021,2,500037,4123183,6944198147.351139,TOTAL
6276,Telangana,2021,2,500008,4116658,6762954140.019281,TOTAL
6277,Telangana,2021,2,500070,4072408,8630289664.562225,TOTAL
6278,Telangana,2021,2,502032,3806010,7090541212.607969,TOTAL
6279,Telangana,2021,3,500001,173430239,335290201877.6652,TOTAL
6280,Telangana,2021,3,500072,14524540,22628539273.865894,TOTAL
6281,Telangana,2021,3,500018,10182801,16594187696.219566,TOTAL
6282,Telangana,2021,3,500039,6212786,10059415278.9652,TOTAL
6283,Telangana,2021,3,500055,6087796,10446727300.200508,TOTAL
6284,Telangana,2021,3,500081,6083021,7513924136.637562,TOTAL
6285,Telangana,2021,3,505001,5829460,12962267281.014135,TOTAL
6286,Telangana,2021,3,500016,5677699,7949955022.475481,TOTAL
6287,Telangana,2021,3,500008,5643156,8713052726.933613,TOTAL
6288,Telangana,2021,3,500070,5569105,10825632646.008186,TOTAL
6289,Telangana,2021,4,500001,213053128,398798138080.50854,TOTAL
6290,Telangana,2021,4,500072,18702806,29184043437.950966,TOTAL
6291,Telangana,2021,4,500018,12702463,20697709558.67371,TOTAL
6292,Telangana,2021,4,500081,8541538,10628519362.206837,TOTAL
6293,Telangana,2021,4,500016,7623882,10444173793.396725,TOTAL
6294,Telangana,2021,4,500039,7572515,12576999877.69634,TOTAL
6295,Telangana,2021,4,500055,7434595,12863780360.610619,TOTAL
6296,Telangana,2021,4,505001,7132666,16100604693.684223,TOTAL
6297,Telangana,2021,4,500008,7087086,11035893878.94763,TOTAL
6298,Telangana,2021,4,500070,6635068,13246403511.021183,TOTAL
6299,Telangana,2022,1,500001,248675599,460948755722.1826,TOTAL
6300,Telangana,2022,1,500072,20739218,32326218070.30701,TOTAL
6301,Telangana,2022,1,500018,12828306,20721253232.749943,TOTAL
6302,Telangana,2022,1,500081,9614248,11962556111.21791,TOTAL
6303,Telangana,2022,1,500039,8602268,14279519227.676981,TOTAL
6304,Telangana,2022,1,500055,8477965,14589584095.827675,TOTAL
6305,Telangana,2022,1,500008,8162246,12680603631.351318,TOTAL
6306,Telangana,2022,1,500016,8148392,11175639127.495972,TOTAL
6307,Telangana,2022,1,505001,7982445,17776895373.23894,TOTAL
6308,Telangana,2022,1,500032,7613988,9361896540.618912,TOTAL
6309,Telangana,2022,2,500001,296874552,536659038240.45605,TOTAL
6310,Telangana,2022,2,500072,25963855,40013861888.54491,TOTAL
6311,Telangana,2022,2,500018,14981608,23798515806.52308,TOTAL
6312,Telangana,2022,2,500081,14210122,17646870493.30597,TOTAL
6313,Telangana,2022,2,500032,11485072,14002673625.919622,TOTAL
6314,Telangana,2022,2,500039,10467649,17017841476.052551,TOTAL
6315,Telangana,2022,2,500016,9992848,13620769782.70459,TOTAL
6316,Telangana,2022,2,500055,9980355,17123640652.266861,TOTAL
6317,Telangana,2022,2,500008,9947148,15389385446.375467,TOTAL
6318,Telangana,2022,2,505001,9545797,21195096467.279808,TOTAL
6319,Telangana,2022,3,500034,832279716,1276247184385.9084,TOTAL
6320,Telangana,2022,3,500001,41594312,81023115302.54439,TOTAL
6321,Telangana,2022,3,500072,26582641,41355794769.317184,TOTAL
6322,Telangana,2022,3,500081,15668872,19358870686.21712,TOTAL
6323,Telangana,2022,3,500032,13715084,16599965684.775618,TOTAL
6324,Telangana,2022,3,500018,12533622,19328612477.032097,TOTAL
6325,Telangana,2022,3,500039,10711855,17344732558.787483,TOTAL
6326,Telangana,2022,3,500008,10565808,15897911040.449696,TOTAL
6327,Telangana,2022,3,500016,10308750,13959659026.733902,TOTAL
6328,Telangana,2022,3,500055,10192110,17212329189.204395,TOTAL
6329,Telangana,2022,4,500034,967508435,1501499856273.482,TOTAL
6330,Telangana,2022,4,500072,29837348,43828768614.90263,TOTAL
6331,Telangana,2022,4,500081,18200179,21837343269.90342,TOTAL
6332,Telangana,2022,4,500032,16676568,19489851410.851654,TOTAL
6333,Telangana,2022,4,500018,13680565,20005071132.36766,TOTAL
6334,Telangana,2022,4,500008,12242795,17462290141.4647,TOTAL
6335,Telangana,2022,4,500039,11783216,18218140319.090397,TOTAL
6336,Telangana,2022,4,500016,11652977,14952156779.241873,TOTAL
6337,Telangana,2022,4,500055,11229616,18331355623.01084,TOTAL
6338,Telangana,2022,4,505001,10568166,21675484993.731754,TOTAL
6339,Tripura,2018,1,799001,9535,11029713.22537743,TOTAL
6340,Tripura,2018,1,799046,8115,4481185.965617785,TOTAL
6341,Tripura,2018,1,799003,7721,6889318.059385335,TOTAL
6342,Tripura,2018,1,799155,7519,5383748.109126912,TOTAL
6343,Tripura,2018,1,799002,6060,6393590.665619975,TOTAL
6344,Tripura,2018,1,799004,4945,3958909.446629426,TOTAL
6345,Tripura,2018,1,799006,4835,6148718.805493982,TOTAL
6346,Tripura,2018,1,799007,4641,4240873.416960197,TOTAL
6347,Tripura,2018,1,799045,4527,3312163.515499535,TOTAL
6348,Tripura,2018,1,799102,4215,3628475.9295311337,TOTAL
6349,Tripura,2018,2,799001,16193,22630189.05025975,TOTAL
