,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
13625,Uttar Pradesh,2022,1,hathras district,2544994,4961032408.739348,TOTAL
13626,Uttar Pradesh,2022,1,budaun district,2468101,5559989020.570245,TOTAL
13627,Uttar Pradesh,2022,1,moradabad district,5872116,13797959505.415762,TOTAL
13628,Uttar Pradesh,2022,1,kushinagar district,5920919,13826323901.960476,TOTAL
13629,Uttar Pradesh,2022,1,baghpat district,3134912,6015343104.730775,TOTAL
13630,Uttar Pradesh,2022,1,shahjahanpur district,2362316,5179819610.987305,TOTAL
13631,Uttar Pradesh,2022,1,muzaffarnagar district,5528162,11224151774.398146,TOTAL
13632,Uttar Pradesh,2022,1,ambedkar nagar district,2576776,5657979802.905907,TOTAL
13633,Uttar Pradesh,2022,1,bahraich district,2051767,4932405539.104585,TOTAL
13634,Uttar Pradesh,2022,1,jalaun district,2461314,5106027896.444149,TOTAL
13635,Uttar Pradesh,2022,1,rampur district,2679287,6552422185.85049,TOTAL
13636,Uttar Pradesh,2022,1,ballia district,4663445,10089387420.30872,TOTAL
13637,Uttar Pradesh,2022,1,shravasti district,513337,1276881399.3167756,TOTAL
13638,Uttar Pradesh,2022,1,kasganj district,1490664,3098648302.6837435,TOTAL
13639,Uttar Pradesh,2022,1,varanasi district,13246317,24155800509.84869,TOTAL
13640,Uttar Pradesh,2022,1,gautam buddha nagar district,58229149,74371363420.47154,TOTAL
13641,Uttar Pradesh,2022,1,basti district,3171081,8259872955.5138235,TOTAL
13642,Uttar Pradesh,2022,1,shamli district,2386623,4984802640.681722,TOTAL
13643,Uttar Pradesh,2022,1,maharajganj district,2935993,7443669136.4819565,TOTAL
13644,Uttar Pradesh,2022,1,etawah district,2818952,5450090057.698875,TOTAL
13645,Uttar Pradesh,2022,1,etah district,2222233,4658353697.005914,TOTAL
13646,Uttar Pradesh,2022,1,banda district,1285406,2827317393.902899,TOTAL
13647,Uttar Pradesh,2022,1,bijnor district,4556385,10094430397.120468,TOTAL
13648,Uttar Pradesh,2022,1,hardoi district,2397229,5226726883.148428,TOTAL
13649,Uttar Pradesh,2022,1,balrampur district,1512682,4134411039.765115,TOTAL
13650,Uttar Pradesh,2022,1,amroha district,3166176,7348977786.046396,TOTAL
13651,Uttar Pradesh,2022,1,pilibhit district,1699024,3775699005.524225,TOTAL
13652,Uttar Pradesh,2022,1,mainpuri district,2658572,5379603826.633483,TOTAL
13653,Uttar Pradesh,2022,1,kanpur dehat district,1942905,4333786308.7505665,TOTAL
13654,Uttar Pradesh,2022,1,jaunpur district,5732078,12339786015.769125,TOTAL
13655,Uttar Pradesh,2022,1,kaushambi district,1055821,2603044267.9469123,TOTAL
13656,Uttar Pradesh,2022,1,hapur district,4252516,7654942019.249874,TOTAL
13657,Uttar Pradesh,2022,1,hamirpur district,1194334,2605323820.859616,TOTAL
13658,Uttar Pradesh,2022,1,meerut district,17966278,32377627599.030327,TOTAL
13659,Uttar Pradesh,2022,1,mathura district,8531094,15609347409.960985,TOTAL
13660,Uttar Pradesh,2022,1,chitrakoot district,826329,2022569945.2552247,TOTAL
13661,Uttar Pradesh,2022,1,lalitpur district,2194300,3579385466.472417,TOTAL
13662,Uttar Pradesh,2022,1,mau district,2612859,5613834666.8432665,TOTAL
13663,Uttar Pradesh,2022,1,mirzapur district,2688423,6207427422.506447,TOTAL
13664,Uttar Pradesh,2022,1,bulandshahr district,7126702,13317537041.872564,TOTAL
13665,Uttar Pradesh,2022,1,gonda district,2976378,7859357685.401491,TOTAL
13666,Uttar Pradesh,2022,1,jhansi district,6222605,12113931735.840141,TOTAL
13667,Uttar Pradesh,2022,1,chandauli district,2767958,6268851772.096302,TOTAL
13668,Uttar Pradesh,2022,1,bhadohi district,1857253,3521596144.3676004,TOTAL
13669,Uttar Pradesh,2022,1,pratapgarh district,3485721,7530816848.558338,TOTAL
13670,Uttar Pradesh,2022,1,saharanpur district,8505967,17060963965.718029,TOTAL
13671,Uttar Pradesh,2022,1,bara banki district,2756907,5554049119.497407,TOTAL
13672,Uttar Pradesh,2022,1,bareilly district,7495930,15645590197.23569,TOTAL
13673,Uttar Pradesh,2022,1,sitapur district,2509828,5121772109.367386,TOTAL
13674,Uttar Pradesh,2022,1,sultanpur district,2804118,5988109959.726221,TOTAL
13675,Uttar Pradesh,2022,1,agra district,14010919,26233858697.697464,TOTAL
13676,Uttar Pradesh,2022,1,fatehpur district,1866980,4216035473.7059484,TOTAL
13677,Uttar Pradesh,2022,1,rae bareli district,2423540,5135560611.621827,TOTAL
13678,Uttar Pradesh,2022,1,firozabad district,4214293,8358523538.127422,TOTAL
13679,Uttar Pradesh,2022,1,kheri district,2681909,5374427624.271145,TOTAL
13680,Uttar Pradesh,2022,1,gorakhpur district,10758812,22861881939.64662,TOTAL
13681,Uttar Pradesh,2022,1,unnao district,2255883,4791095600.660578,TOTAL
13682,Uttar Pradesh,2022,1,prayagraj district,16566417,28293055160.255882,TOTAL
13683,Uttar Pradesh,2022,1,sonbhadra district,3610644,7460078934.126489,TOTAL
13684,Uttar Pradesh,2022,1,ghazipur district,5152181,11433036326.794239,TOTAL
13685,Uttar Pradesh,2022,1,farrukhabad district,2337305,4707314462.366316,TOTAL
13686,Uttar Pradesh,2022,1,kannauj district,1962919,3934124571.379535,TOTAL
13687,Uttar Pradesh,2022,1,azamgarh district,5659371,12390736135.18719,TOTAL
13688,Uttar Pradesh,2022,1,ayodhya district,4287723,8980632457.576317,TOTAL
13689,Uttar Pradesh,2022,1,deoria district,5184948,11125054963.23863,TOTAL
13690,Uttar Pradesh,2022,1,ghaziabad district,30948888,50571013176.649765,TOTAL
13691,Uttar Pradesh,2022,2,amethi district,2918041,6137927694.004062,TOTAL
13692,Uttar Pradesh,2022,2,siddharthnagar district,3842618,10455646727.530252,TOTAL
13693,Uttar Pradesh,2022,2,auraiya district,2293169,4708517717.476414,TOTAL
13694,Uttar Pradesh,2022,2,sambhal district,2765686,6680543041.788582,TOTAL
13695,Uttar Pradesh,2022,2,kanpur nagar district,18142630,32679093848.494324,TOTAL
13696,Uttar Pradesh,2022,2,aligarh district,11491914,20498359414.78222,TOTAL
13697,Uttar Pradesh,2022,2,mahoba district,1384857,2724043927.0594015,TOTAL
13698,Uttar Pradesh,2022,2,lucknow district,102123625,164056107244.2309,TOTAL
13699,Uttar Pradesh,2022,2,sant kabeer nagar district,2402410,6193822023.972425,TOTAL
13700,Uttar Pradesh,2022,2,hathras district,3046348,5907597120.793201,TOTAL
13701,Uttar Pradesh,2022,2,budaun district,2982982,6520713662.226437,TOTAL
13702,Uttar Pradesh,2022,2,moradabad district,7396771,16272221922.90971,TOTAL
13703,Uttar Pradesh,2022,2,kushinagar district,7525366,16758132469.42054,TOTAL
13704,Uttar Pradesh,2022,2,baghpat district,3812312,6954190082.8680725,TOTAL
13705,Uttar Pradesh,2022,2,shahjahanpur district,2733662,5975198507.54769,TOTAL
13706,Uttar Pradesh,2022,2,muzaffarnagar district,6926172,13336788342.17862,TOTAL
13707,Uttar Pradesh,2022,2,ambedkar nagar district,3232223,6715067485.81834,TOTAL
13708,Uttar Pradesh,2022,2,bahraich district,2557277,5935745716.075043,TOTAL
13709,Uttar Pradesh,2022,2,jalaun district,3140187,6365701966.444849,TOTAL
13710,Uttar Pradesh,2022,2,rampur district,3358143,7807429762.959112,TOTAL
13711,Uttar Pradesh,2022,2,ballia district,6077562,12650624956.6417,TOTAL
13712,Uttar Pradesh,2022,2,shravasti district,624214,1496662374.6048093,TOTAL
13713,Uttar Pradesh,2022,2,kasganj district,1821405,3661566120.5748405,TOTAL
13714,Uttar Pradesh,2022,2,varanasi district,16290241,29105585945.911285,TOTAL
13715,Uttar Pradesh,2022,2,gautam buddha nagar district,74160647,87828388050.506,TOTAL
13716,Uttar Pradesh,2022,2,basti district,4146531,10289841176.306242,TOTAL
13717,Uttar Pradesh,2022,2,shamli district,3011517,5968511182.082513,TOTAL
13718,Uttar Pradesh,2022,2,maharajganj district,3760464,8754439978.29627,TOTAL
13719,Uttar Pradesh,2022,2,etawah district,3531921,6679810773.089186,TOTAL
13720,Uttar Pradesh,2022,2,etah district,2712623,5409363032.198554,TOTAL
13721,Uttar Pradesh,2022,2,banda district,1633337,3589215541.6409726,TOTAL
13722,Uttar Pradesh,2022,2,bijnor district,5492543,11857766331.75903,TOTAL
13723,Uttar Pradesh,2022,2,hardoi district,2899638,6106156277.191708,TOTAL
13724,Uttar Pradesh,2022,2,balrampur district,2035918,5413969956.32276,TOTAL
13725,Uttar Pradesh,2022,2,amroha district,3989322,8675492958.036089,TOTAL
13726,Uttar Pradesh,2022,2,pilibhit district,2022297,4316546956.362664,TOTAL
13727,Uttar Pradesh,2022,2,mainpuri district,3328617,6405970486.004479,TOTAL
13728,Uttar Pradesh,2022,2,kanpur dehat district,2417454,5211020768.300949,TOTAL
13729,Uttar Pradesh,2022,2,jaunpur district,7867713,16677948467.33501,TOTAL
13730,Uttar Pradesh,2022,2,kaushambi district,1320870,3144969956.647935,TOTAL
13731,Uttar Pradesh,2022,2,hapur district,5200055,8825655650.80879,TOTAL
13732,Uttar Pradesh,2022,2,hamirpur district,1487883,3343183435.8484135,TOTAL
13733,Uttar Pradesh,2022,2,meerut district,22419976,38399767082.406334,TOTAL
13734,Uttar Pradesh,2022,2,mathura district,10268378,18535248545.554153,TOTAL
13735,Uttar Pradesh,2022,2,chitrakoot district,1056035,2514275915.4166965,TOTAL
13736,Uttar Pradesh,2022,2,lalitpur district,2512798,4246298522.3845854,TOTAL
13737,Uttar Pradesh,2022,2,mau district,3475865,7110086612.043223,TOTAL
13738,Uttar Pradesh,2022,2,mirzapur district,3393508,7641454633.078697,TOTAL
13739,Uttar Pradesh,2022,2,bulandshahr district,8672759,15593948761.499466,TOTAL
13740,Uttar Pradesh,2022,2,gonda district,3892821,9852643373.61892,TOTAL
13741,Uttar Pradesh,2022,2,jhansi district,7459220,14713417436.961098,TOTAL
13742,Uttar Pradesh,2022,2,chandauli district,3410297,7520303034.593016,TOTAL
13743,Uttar Pradesh,2022,2,bhadohi district,2426943,4506565654.638406,TOTAL
13744,Uttar Pradesh,2022,2,pratapgarh district,4540011,9718045836.75241,TOTAL
13745,Uttar Pradesh,2022,2,saharanpur district,10228831,19855743325.17719,TOTAL
13746,Uttar Pradesh,2022,2,bara banki district,3406056,6603965860.826501,TOTAL
13747,Uttar Pradesh,2022,2,bareilly district,9041762,18218382544.050156,TOTAL
13748,Uttar Pradesh,2022,2,sitapur district,2952214,5889188452.627312,TOTAL
13749,Uttar Pradesh,2022,2,sultanpur district,3563573,7375191361.915721,TOTAL
13750,Uttar Pradesh,2022,2,agra district,17306092,31826611654.86806,TOTAL
13751,Uttar Pradesh,2022,2,fatehpur district,2307583,5141925391.481011,TOTAL
13752,Uttar Pradesh,2022,2,rae bareli district,2975903,6144718199.86981,TOTAL
13753,Uttar Pradesh,2022,2,firozabad district,4995309,9805720174.324297,TOTAL
13754,Uttar Pradesh,2022,2,kheri district,3103433,6097166203.449156,TOTAL
13755,Uttar Pradesh,2022,2,gorakhpur district,14066992,28691435244.931892,TOTAL
13756,Uttar Pradesh,2022,2,unnao district,2771960,5804283005.519323,TOTAL
13757,Uttar Pradesh,2022,2,prayagraj district,20833684,34267771491.719467,TOTAL
13758,Uttar Pradesh,2022,2,sonbhadra district,4368404,8606789082.285418,TOTAL
13759,Uttar Pradesh,2022,2,ghazipur district,6855112,14481205079.714252,TOTAL
13760,Uttar Pradesh,2022,2,farrukhabad district,2862850,5493370069.492353,TOTAL
13761,Uttar Pradesh,2022,2,kannauj district,2489255,4638388826.014335,TOTAL
13762,Uttar Pradesh,2022,2,azamgarh district,7765303,16092486521.938658,TOTAL
13763,Uttar Pradesh,2022,2,ayodhya district,5437223,10774194842.601734,TOTAL
13764,Uttar Pradesh,2022,2,deoria district,6790437,14075614382.526625,TOTAL
13765,Uttar Pradesh,2022,2,ghaziabad district,37739024,59183436240.67706,TOTAL
13766,Uttar Pradesh,2022,3,amethi district,2870429,5451654082.568593,TOTAL
13767,Uttar Pradesh,2022,3,siddharthnagar district,3800534,8487081970.528649,TOTAL
13768,Uttar Pradesh,2022,3,auraiya district,2464026,4400229340.922287,TOTAL
13769,Uttar Pradesh,2022,3,sambhal district,4460224,8330752048.920338,TOTAL
13770,Uttar Pradesh,2022,3,kanpur nagar district,26593070,42855018051.76041,TOTAL
13771,Uttar Pradesh,2022,3,aligarh district,14106419,22685286303.74517,TOTAL
13772,Uttar Pradesh,2022,3,mahoba district,1693289,2692771354.06015,TOTAL
13773,Uttar Pradesh,2022,3,lucknow district,103532277,150291038432.73062,TOTAL
13774,Uttar Pradesh,2022,3,sant kabeer nagar district,2278339,5058135106.695441,TOTAL
13775,Uttar Pradesh,2022,3,hathras district,3138294,5582134028.154053,TOTAL
13776,Uttar Pradesh,2022,3,budaun district,3645617,6827309140.921074,TOTAL
13777,Uttar Pradesh,2022,3,moradabad district,15532268,26474629769.408638,TOTAL
13778,Uttar Pradesh,2022,3,kushinagar district,7323746,14442266103.188215,TOTAL
13779,Uttar Pradesh,2022,3,baghpat district,4346119,7206165046.849033,TOTAL
13780,Uttar Pradesh,2022,3,shahjahanpur district,3572595,6604602849.061121,TOTAL
13781,Uttar Pradesh,2022,3,muzaffarnagar district,9603208,16168875863.634745,TOTAL
13782,Uttar Pradesh,2022,3,ambedkar nagar district,3143133,5877406790.596506,TOTAL
13783,Uttar Pradesh,2022,3,bahraich district,2817729,5696953221.322895,TOTAL
13784,Uttar Pradesh,2022,3,jalaun district,3178385,5564717930.065942,TOTAL
13785,Uttar Pradesh,2022,3,rampur district,3934280,8011526881.648132,TOTAL
13786,Uttar Pradesh,2022,3,ballia district,6035933,10833479459.937197,TOTAL
13787,Uttar Pradesh,2022,3,shravasti district,652751,1366718888.1086948,TOTAL
13788,Uttar Pradesh,2022,3,kasganj district,1946099,3596018248.7629,TOTAL
13789,Uttar Pradesh,2022,3,varanasi district,42895237,64967816692.82997,TOTAL
13790,Uttar Pradesh,2022,3,gautam buddha nagar district,87799548,100238159351.6415,TOTAL
13791,Uttar Pradesh,2022,3,basti district,4068467,8783881230.462196,TOTAL
13792,Uttar Pradesh,2022,3,shamli district,3512030,6095415525.893788,TOTAL
13793,Uttar Pradesh,2022,3,maharajganj district,3683476,7552520780.405301,TOTAL
13794,Uttar Pradesh,2022,3,etawah district,3533419,6027206397.845313,TOTAL
13795,Uttar Pradesh,2022,3,etah district,2913944,5229855436.083733,TOTAL
13796,Uttar Pradesh,2022,3,banda district,1721394,3247826144.973182,TOTAL
13797,Uttar Pradesh,2022,3,bijnor district,11809301,19639195949.18821,TOTAL
13798,Uttar Pradesh,2022,3,hardoi district,3403238,6271026566.73433,TOTAL
13799,Uttar Pradesh,2022,3,balrampur district,1998646,4373470999.3108635,TOTAL
13800,Uttar Pradesh,2022,3,amroha district,8093135,13824221094.237137,TOTAL
13801,Uttar Pradesh,2022,3,pilibhit district,2193293,4126652421.869697,TOTAL
13802,Uttar Pradesh,2022,3,mainpuri district,3587645,6250360806.058937,TOTAL
13803,Uttar Pradesh,2022,3,kanpur dehat district,2335945,4647767727.788397,TOTAL
13804,Uttar Pradesh,2022,3,jaunpur district,8363484,14753385589.087511,TOTAL
13805,Uttar Pradesh,2022,3,kaushambi district,1256638,2691631551.3217783,TOTAL
13806,Uttar Pradesh,2022,3,hapur district,6790224,10397215459.41856,TOTAL
13807,Uttar Pradesh,2022,3,hamirpur district,1650956,3033146117.0616107,TOTAL
13808,Uttar Pradesh,2022,3,meerut district,25631216,40328370458.53699,TOTAL
13809,Uttar Pradesh,2022,3,mathura district,12788746,20926347775.5619,TOTAL
13810,Uttar Pradesh,2022,3,chitrakoot district,1054068,2229227805.5873437,TOTAL
13811,Uttar Pradesh,2022,3,lalitpur district,2786174,3994639409.0647664,TOTAL
13812,Uttar Pradesh,2022,3,mau district,3356371,5999917772.167591,TOTAL
13813,Uttar Pradesh,2022,3,mirzapur district,3385906,6644142017.774155,TOTAL
13814,Uttar Pradesh,2022,3,bulandshahr district,12978419,20277442375.28073,TOTAL
13815,Uttar Pradesh,2022,3,gonda district,4087081,8680263197.569645,TOTAL
13816,Uttar Pradesh,2022,3,jhansi district,7868291,13982062536.186865,TOTAL
13817,Uttar Pradesh,2022,3,chandauli district,3344154,6482509507.576725,TOTAL
13818,Uttar Pradesh,2022,3,bhadohi district,2316310,3816635755.3212323,TOTAL
13819,Uttar Pradesh,2022,3,pratapgarh district,4590394,8410533437.403389,TOTAL
13820,Uttar Pradesh,2022,3,saharanpur district,10913844,19834763807.759052,TOTAL
13821,Uttar Pradesh,2022,3,bara banki district,3801824,6600066085.610746,TOTAL
13822,Uttar Pradesh,2022,3,bareilly district,10346255,18883174643.121475,TOTAL
13823,Uttar Pradesh,2022,3,sitapur district,3156007,5552120981.70695,TOTAL
13824,Uttar Pradesh,2022,3,sultanpur district,3378354,6090395802.960728,TOTAL
13825,Uttar Pradesh,2022,3,agra district,26751663,43128786478.760445,TOTAL
13826,Uttar Pradesh,2022,3,fatehpur district,2216742,4507797998.739861,TOTAL
13827,Uttar Pradesh,2022,3,rae bareli district,3086236,5631937149.87116,TOTAL
13828,Uttar Pradesh,2022,3,firozabad district,5259977,9450462290.755716,TOTAL
13829,Uttar Pradesh,2022,3,kheri district,3458434,5916641009.927801,TOTAL
13830,Uttar Pradesh,2022,3,gorakhpur district,13733820,25141919267.574715,TOTAL
13831,Uttar Pradesh,2022,3,unnao district,2946109,5603169878.910291,TOTAL
13832,Uttar Pradesh,2022,3,prayagraj district,21085656,30385713265.502514,TOTAL
13833,Uttar Pradesh,2022,3,sonbhadra district,4561805,8053420317.29105,TOTAL
13834,Uttar Pradesh,2022,3,ghazipur district,6001162,11167225583.83406,TOTAL
13835,Uttar Pradesh,2022,3,farrukhabad district,2997267,5320794720.989848,TOTAL
13836,Uttar Pradesh,2022,3,kannauj district,2607427,4464899115.542954,TOTAL
13837,Uttar Pradesh,2022,3,azamgarh district,7481818,13758174852.595715,TOTAL
13838,Uttar Pradesh,2022,3,ayodhya district,5087919,9217174604.934734,TOTAL
13839,Uttar Pradesh,2022,3,deoria district,6352505,11429190968.179668,TOTAL
13840,Uttar Pradesh,2022,3,ghaziabad district,41898334,62804603270.37625,TOTAL
13841,Uttar Pradesh,2022,4,amethi district,3444475,6819192567.061985,TOTAL
13842,Uttar Pradesh,2022,4,siddharthnagar district,4727562,10202424989.071264,TOTAL
13843,Uttar Pradesh,2022,4,auraiya district,2918077,5450274349.752433,TOTAL
13844,Uttar Pradesh,2022,4,sambhal district,6544942,12362565334.28276,TOTAL
13845,Uttar Pradesh,2022,4,kanpur nagar district,34663083,57423578589.05291,TOTAL
13846,Uttar Pradesh,2022,4,aligarh district,18387697,30529612967.374783,TOTAL
13847,Uttar Pradesh,2022,4,mahoba district,1766307,3050135201.033023,TOTAL
13848,Uttar Pradesh,2022,4,lucknow district,142292419,214139000063.1341,TOTAL
13849,Uttar Pradesh,2022,4,sant kabeer nagar district,2882143,6462196606.472846,TOTAL
13850,Uttar Pradesh,2022,4,hathras district,3893482,7188473664.685378,TOTAL
13851,Uttar Pradesh,2022,4,budaun district,4084149,8062229833.107159,TOTAL
13852,Uttar Pradesh,2022,4,moradabad district,14376393,26349864082.25203,TOTAL
13853,Uttar Pradesh,2022,4,kushinagar district,9637631,18374587915.040844,TOTAL
13854,Uttar Pradesh,2022,4,baghpat district,4621901,8021504539.602843,TOTAL
13855,Uttar Pradesh,2022,4,shahjahanpur district,3533008,7216949139.355355,TOTAL
13856,Uttar Pradesh,2022,4,muzaffarnagar district,10385643,18257280369.21878,TOTAL
13857,Uttar Pradesh,2022,4,ambedkar nagar district,3841825,7536400403.889309,TOTAL
13858,Uttar Pradesh,2022,4,bahraich district,3291238,6697150748.133816,TOTAL
13859,Uttar Pradesh,2022,4,jalaun district,3922847,7244134438.502413,TOTAL
13860,Uttar Pradesh,2022,4,rampur district,4435920,9561413379.892298,TOTAL
13861,Uttar Pradesh,2022,4,ballia district,7504834,13942598058.608326,TOTAL
13862,Uttar Pradesh,2022,4,shravasti district,751007,1546007534.4851248,TOTAL
13863,Uttar Pradesh,2022,4,kasganj district,2222791,4206478161.5229287,TOTAL
13864,Uttar Pradesh,2022,4,varanasi district,38410576,61679282505.82438,TOTAL
13865,Uttar Pradesh,2022,4,gautam buddha nagar district,90864471,104162479492.51544,TOTAL
13866,Uttar Pradesh,2022,4,basti district,5049741,10772224394.511337,TOTAL
13867,Uttar Pradesh,2022,4,shamli district,4050283,7340883285.232732,TOTAL
13868,Uttar Pradesh,2022,4,maharajganj district,4499795,9052566439.75536,TOTAL
13869,Uttar Pradesh,2022,4,etawah district,4132165,7518249755.427232,TOTAL
13870,Uttar Pradesh,2022,4,etah district,3706283,6672266416.575811,TOTAL
13871,Uttar Pradesh,2022,4,banda district,1907632,3761386490.390836,TOTAL
13872,Uttar Pradesh,2022,4,bijnor district,19251587,30994615217.143898,TOTAL
13873,Uttar Pradesh,2022,4,hardoi district,3603602,7096807203.190807,TOTAL
13874,Uttar Pradesh,2022,4,balrampur district,2398950,5163178918.267655,TOTAL
13875,Uttar Pradesh,2022,4,amroha district,8851870,15798929465.109842,TOTAL
13876,Uttar Pradesh,2022,4,pilibhit district,3781816,6914194872.727407,TOTAL
13877,Uttar Pradesh,2022,4,mainpuri district,4184109,7688293253.971417,TOTAL
13878,Uttar Pradesh,2022,4,kanpur dehat district,2754436,5763405020.357362,TOTAL
13879,Uttar Pradesh,2022,4,jaunpur district,10432716,19324657042.479008,TOTAL
13880,Uttar Pradesh,2022,4,kaushambi district,1541235,3413786392.6063757,TOTAL
13881,Uttar Pradesh,2022,4,hapur district,8920976,13766069451.75824,TOTAL
13882,Uttar Pradesh,2022,4,hamirpur district,1900973,3691707920.211958,TOTAL
13883,Uttar Pradesh,2022,4,meerut district,30761564,49044446642.880615,TOTAL
13884,Uttar Pradesh,2022,4,mathura district,15830761,27028319737.275368,TOTAL
13885,Uttar Pradesh,2022,4,chitrakoot district,1626406,3264231485.003519,TOTAL
13886,Uttar Pradesh,2022,4,lalitpur district,3075717,4645206469.563395,TOTAL
13887,Uttar Pradesh,2022,4,mau district,4276014,7739261196.995779,TOTAL
13888,Uttar Pradesh,2022,4,mirzapur district,4086964,8163959699.659147,TOTAL
13889,Uttar Pradesh,2022,4,bulandshahr district,13478499,22109471829.79072,TOTAL
13890,Uttar Pradesh,2022,4,gonda district,4759073,10169468245.835556,TOTAL
13891,Uttar Pradesh,2022,4,jhansi district,9102937,16688563382.635557,TOTAL
13892,Uttar Pradesh,2022,4,chandauli district,4019160,7814809989.158335,TOTAL
13893,Uttar Pradesh,2022,4,bhadohi district,2587761,4465521410.498842,TOTAL
13894,Uttar Pradesh,2022,4,pratapgarh district,5933441,11139366212.390135,TOTAL
13895,Uttar Pradesh,2022,4,saharanpur district,13254740,24244266615.799458,TOTAL
13896,Uttar Pradesh,2022,4,bara banki district,4192819,7547680629.874708,TOTAL
13897,Uttar Pradesh,2022,4,bareilly district,16233519,29493544220.918427,TOTAL
13898,Uttar Pradesh,2022,4,sitapur district,3660359,6717917688.501043,TOTAL
13899,Uttar Pradesh,2022,4,sultanpur district,4110434,7815097180.469152,TOTAL
13900,Uttar Pradesh,2022,4,agra district,27454413,46946394676.79358,TOTAL
13901,Uttar Pradesh,2022,4,fatehpur district,2722744,5706057514.952181,TOTAL
13902,Uttar Pradesh,2022,4,rae bareli district,3521807,6674747738.927467,TOTAL
13903,Uttar Pradesh,2022,4,firozabad district,6228033,11499824777.779259,TOTAL
13904,Uttar Pradesh,2022,4,kheri district,4247415,7458379965.986659,TOTAL
13905,Uttar Pradesh,2022,4,gorakhpur district,14507343,27611144017.71117,TOTAL
13906,Uttar Pradesh,2022,4,unnao district,3381869,6806080032.429721,TOTAL
13907,Uttar Pradesh,2022,4,prayagraj district,27038499,40737923540.02559,TOTAL
13908,Uttar Pradesh,2022,4,sonbhadra district,5363864,9495684428.429234,TOTAL
13909,Uttar Pradesh,2022,4,ghazipur district,7599135,14441203982.541756,TOTAL
13910,Uttar Pradesh,2022,4,farrukhabad district,3604416,6339855834.112715,TOTAL
13911,Uttar Pradesh,2022,4,kannauj district,3110426,5447598887.554849,TOTAL
13912,Uttar Pradesh,2022,4,azamgarh district,10311457,19173829433.415684,TOTAL
13913,Uttar Pradesh,2022,4,ayodhya district,5827957,11075689616.292486,TOTAL
13914,Uttar Pradesh,2022,4,deoria district,7891884,14320673159.489529,TOTAL
13915,Uttar Pradesh,2022,4,ghaziabad district,48195051,73333545352.23656,TOTAL
13916,Uttarakhand,2018,1,bageshwar district,10580,8645020.086163377,TOTAL
13917,Uttarakhand,2018,1,udham singh nagar district,319290,273540317.8466592,TOTAL
13918,Uttarakhand,2018,1,haridwar district,308588,394604404.70860887,TOTAL
13919,Uttarakhand,2018,1,champawat district,11037,9818454.777565042,TOTAL
13920,Uttarakhand,2018,1,nainital district,106949,116698562.48367879,TOTAL
13921,Uttarakhand,2018,1,dehradun district,329459,512888194.28700817,TOTAL
13922,Uttarakhand,2018,1,chamoli district,15936,19931685.344290152,TOTAL
13923,Uttarakhand,2018,1,almora district,26086,24966386.517174132,TOTAL
13924,Uttarakhand,2018,1,uttarkashi district,12342,15898878.29543098,TOTAL
13925,Uttarakhand,2018,1,pithoragarh district,18593,19129399.861616693,TOTAL
13926,Uttarakhand,2018,1,rudraprayag district,10107,12517358.300915807,TOTAL
13927,Uttarakhand,2018,1,pauri garhwal district,49412,58626307.503576376,TOTAL
13928,Uttarakhand,2018,1,tehri garhwal district,28306,41280388.51120189,TOTAL
13929,Uttarakhand,2018,2,bageshwar district,13413,17461881.43219953,TOTAL
13930,Uttarakhand,2018,2,udham singh nagar district,396961,460064933.193244,TOTAL
13931,Uttarakhand,2018,2,haridwar district,408449,653841352.4744893,TOTAL
13932,Uttarakhand,2018,2,champawat district,17868,26298796.010909528,TOTAL
13933,Uttarakhand,2018,2,nainital district,143993,221734345.97526038,TOTAL
13934,Uttarakhand,2018,2,dehradun district,464526,908634049.1026804,TOTAL
13935,Uttarakhand,2018,2,chamoli district,23109,37928070.64293302,TOTAL
13936,Uttarakhand,2018,2,almora district,39584,50535626.79560754,TOTAL
13937,Uttarakhand,2018,2,uttarkashi district,17994,31584871.420789883,TOTAL
13938,Uttarakhand,2018,2,pithoragarh district,31473,51625580.581978634,TOTAL
13939,Uttarakhand,2018,2,rudraprayag district,14267,23692738.946748238,TOTAL
13940,Uttarakhand,2018,2,pauri garhwal district,87569,116427905.16679347,TOTAL
13941,Uttarakhand,2018,2,tehri garhwal district,44916,79925226.8074092,TOTAL
13942,Uttarakhand,2018,3,bageshwar district,14993,21819053.81952673,TOTAL
13943,Uttarakhand,2018,3,udham singh nagar district,635903,750899273.4469256,TOTAL
13944,Uttarakhand,2018,3,haridwar district,516553,904828173.1140293,TOTAL
13945,Uttarakhand,2018,3,champawat district,20788,34495610.12735177,TOTAL
13946,Uttarakhand,2018,3,nainital district,164989,272528677.45278066,TOTAL
13947,Uttarakhand,2018,3,dehradun district,580817,1233501843.6407683,TOTAL
13948,Uttarakhand,2018,3,chamoli district,28392,57607070.75418808,TOTAL
13949,Uttarakhand,2018,3,almora district,50491,73631915.94944787,TOTAL
13950,Uttarakhand,2018,3,uttarkashi district,22900,44762533.115959145,TOTAL
13951,Uttarakhand,2018,3,pithoragarh district,37382,66592869.052209534,TOTAL
13952,Uttarakhand,2018,3,rudraprayag district,18476,28621234.093816403,TOTAL
13953,Uttarakhand,2018,3,pauri garhwal district,88372,139462380.15680635,TOTAL
13954,Uttarakhand,2018,3,tehri garhwal district,49076,97822405.13469782,TOTAL
