,State,Year,Quarter,Payments,Transaction_type,Transaction_count,Transaction_amount
3294,Uttar Pradesh,2018,1,Recharge & bill payments,TOTAL,7003704,1201827543.8816488
3295,Uttar Pradesh,2018,1,Peer-to-peer payments,TOTAL,4123625,11786969148.760597
3296,Uttar Pradesh,2018,1,Merchant payments,TOTAL,442436,428301434.2754866
3297,Uttar Pradesh,2018,1,Financial Services,TOTAL,397328,75150444.99108115
3298,Uttar Pradesh,2018,1,Others,TOTAL,570712,447722351.3138524
3299,Uttar Pradesh,2018,2,Recharge & bill payments,TOTAL,9232131,2044535461.482608
3300,Uttar Pradesh,2018,2,Peer-to-peer payments,TOTAL,6484369,22197440015.945545
3301,Uttar Pradesh,2018,2,Merchant payments,TOTAL,909545,799920463.267408
3302,Uttar Pradesh,2018,2,Financial Services,TOTAL,563213,105536911.84026654
3303,Uttar Pradesh,2018,2,Others,TOTAL,521685,572768843.1641636
3304,Uttar Pradesh,2018,3,Peer-to-peer payments,TOTAL,13828768,32944051606.98276
3305,Uttar Pradesh,2018,3,Recharge & bill payments,TOTAL,9140873,2485029062.8899517
3306,Uttar Pradesh,2018,3,Merchant payments,TOTAL,2397448,1012726185.1169598
3307,Uttar Pradesh,2018,3,Financial Services,TOTAL,603303,76605144.65776658
3308,Uttar Pradesh,2018,3,Others,TOTAL,544964,493702369.5936288
3309,Uttar Pradesh,2018,4,Peer-to-peer payments,TOTAL,15804910,48836291123.914734
3310,Uttar Pradesh,2018,4,Recharge & bill payments,TOTAL,11976808,3040717446.728788
3311,Uttar Pradesh,2018,4,Merchant payments,TOTAL,6953857,2480267671.259793
3312,Uttar Pradesh,2018,4,Financial Services,TOTAL,517619,76250539.85851902
3313,Uttar Pradesh,2018,4,Others,TOTAL,847573,663216794.1554663
3314,Uttar Pradesh,2019,1,Peer-to-peer payments,TOTAL,32062452,68506766330.45149
3315,Uttar Pradesh,2019,1,Recharge & bill payments,TOTAL,15400713,4231102032.9564486
3316,Uttar Pradesh,2019,1,Merchant payments,TOTAL,8558766,3105904146.2085333
3317,Uttar Pradesh,2019,1,Financial Services,TOTAL,389733,43341558.48535549
3318,Uttar Pradesh,2019,1,Others,TOTAL,912840,637066065.9078369
3319,Uttar Pradesh,2019,2,Peer-to-peer payments,TOTAL,27105049,87581482658.94861
3320,Uttar Pradesh,2019,2,Recharge & bill payments,TOTAL,17551537,5627886175.9093685
3321,Uttar Pradesh,2019,2,Merchant payments,TOTAL,12733089,4894223107.452321
3322,Uttar Pradesh,2019,2,Financial Services,TOTAL,264091,38169259.945291094
3323,Uttar Pradesh,2019,2,Others,TOTAL,1229734,775758168.4201038
3324,Uttar Pradesh,2019,3,Peer-to-peer payments,TOTAL,26990786,95134023863.97964
3325,Uttar Pradesh,2019,3,Recharge & bill payments,TOTAL,20359672,8000160942.595396
3326,Uttar Pradesh,2019,3,Merchant payments,TOTAL,19625935,7399443975.24218
3327,Uttar Pradesh,2019,3,Financial Services,TOTAL,258548,51363215.14597865
3328,Uttar Pradesh,2019,3,Others,TOTAL,1389018,683145478.0865316
3329,Uttar Pradesh,2019,4,Peer-to-peer payments,TOTAL,40540310,126564888408.1326
3330,Uttar Pradesh,2019,4,Recharge & bill payments,TOTAL,24299776,9082140369.774977
3331,Uttar Pradesh,2019,4,Merchant payments,TOTAL,20582052,9412924984.9687
3332,Uttar Pradesh,2019,4,Financial Services,TOTAL,242936,45686806.83093811
3333,Uttar Pradesh,2019,4,Others,TOTAL,1239931,433285937.588854
3334,Uttar Pradesh,2020,1,Peer-to-peer payments,TOTAL,39581157,147734706846.56177
3335,Uttar Pradesh,2020,1,Recharge & bill payments,TOTAL,29777603,11168417430.652225
3336,Uttar Pradesh,2020,1,Merchant payments,TOTAL,26741638,13072371616.871723
3337,Uttar Pradesh,2020,1,Financial Services,TOTAL,139990,64365117.409359045
3338,Uttar Pradesh,2020,1,Others,TOTAL,998744,376573949.20359
3339,Uttar Pradesh,2020,2,Recharge & bill payments,TOTAL,42229417,14668026056.368128
3340,Uttar Pradesh,2020,2,Peer-to-peer payments,TOTAL,39434202,150079524408.8693
3341,Uttar Pradesh,2020,2,Merchant payments,TOTAL,18625913,13655151082.574724
3342,Uttar Pradesh,2020,2,Financial Services,TOTAL,150360,131930242.90371712
3343,Uttar Pradesh,2020,2,Others,TOTAL,412073,209384339.5723213
3344,Uttar Pradesh,2020,3,Peer-to-peer payments,TOTAL,54449911,207530912756.73047
3345,Uttar Pradesh,2020,3,Recharge & bill payments,TOTAL,37465163,16437365640.853413
3346,Uttar Pradesh,2020,3,Merchant payments,TOTAL,34697942,24224433240.836243
3347,Uttar Pradesh,2020,3,Financial Services,TOTAL,206210,194129227.54374278
3348,Uttar Pradesh,2020,3,Others,TOTAL,586033,303114557.0989778
3349,Uttar Pradesh,2020,4,Peer-to-peer payments,TOTAL,75433782,294401153346.76337
3350,Uttar Pradesh,2020,4,Merchant payments,TOTAL,61922138,44438824680.670944
3351,Uttar Pradesh,2020,4,Recharge & bill payments,TOTAL,39570153,17793973968.761925
3352,Uttar Pradesh,2020,4,Financial Services,TOTAL,246868,255803306.13741985
3353,Uttar Pradesh,2020,4,Others,TOTAL,994576,539071475.9342327
3354,Uttar Pradesh,2021,1,Peer-to-peer payments,TOTAL,85539321,321609613378.6789
3355,Uttar Pradesh,2021,1,Merchant payments,TOTAL,78873969,55362244381.43686
3356,Uttar Pradesh,2021,1,Recharge & bill payments,TOTAL,38981894,18563189222.328217
3357,Uttar Pradesh,2021,1,Financial Services,TOTAL,250656,266104783.7449573
3358,Uttar Pradesh,2021,1,Others,TOTAL,853707,486435811.3771204
3359,Uttar Pradesh,2021,2,Peer-to-peer payments,TOTAL,102927942,388761820128.4563
3360,Uttar Pradesh,2021,2,Merchant payments,TOTAL,84860582,70351401159.78787
3361,Uttar Pradesh,2021,2,Recharge & bill payments,TOTAL,53030710,22266927128.75408
3362,Uttar Pradesh,2021,2,Financial Services,TOTAL,270944,266853066.82962543
3363,Uttar Pradesh,2021,2,Others,TOTAL,858953,525487682.5584012
3364,Uttar Pradesh,2021,3,Peer-to-peer payments,TOTAL,127945827,440726915882.17084
3365,Uttar Pradesh,2021,3,Merchant payments,TOTAL,126699830,91089049637.02377
3366,Uttar Pradesh,2021,3,Recharge & bill payments,TOTAL,50414232,24348150109.635994
3367,Uttar Pradesh,2021,3,Financial Services,TOTAL,253418,292009129.0296748
3368,Uttar Pradesh,2021,3,Others,TOTAL,1230077,624716522.0745409
3369,Uttar Pradesh,2021,4,Merchant payments,TOTAL,183966052,142889329646.05463
3370,Uttar Pradesh,2021,4,Peer-to-peer payments,TOTAL,167503176,600973581946.6772
3371,Uttar Pradesh,2021,4,Recharge & bill payments,TOTAL,52863531,28812549097.65689
3372,Uttar Pradesh,2021,4,Financial Services,TOTAL,353219,386356976.48969895
3373,Uttar Pradesh,2021,4,Others,TOTAL,1471954,829152405.3448995
3374,Uttar Pradesh,2022,1,Merchant payments,TOTAL,221556930,165543931419.27045
3375,Uttar Pradesh,2022,1,Peer-to-peer payments,TOTAL,195592648,684758883172.6667
3376,Uttar Pradesh,2022,1,Recharge & bill payments,TOTAL,54873261,31683813998.386055
3377,Uttar Pradesh,2022,1,Financial Services,TOTAL,358499,386218170.5981607
3378,Uttar Pradesh,2022,1,Others,TOTAL,1571908,750327356.10464
3379,Uttar Pradesh,2022,2,Merchant payments,TOTAL,298721048,216176289528.43256
3380,Uttar Pradesh,2022,2,Peer-to-peer payments,TOTAL,232444860,812579156783.274
3381,Uttar Pradesh,2022,2,Recharge & bill payments,TOTAL,62659780,37867966758.88997
3382,Uttar Pradesh,2022,2,Financial Services,TOTAL,268349,285646084.3258523
3383,Uttar Pradesh,2022,2,Others,TOTAL,1204739,606123265.0864555
3384,Uttar Pradesh,2022,3,Merchant payments,TOTAL,361972506,232005905549.1372
3385,Uttar Pradesh,2022,3,Peer-to-peer payments,TOTAL,267205027,844564255684.5037
3386,Uttar Pradesh,2022,3,Recharge & bill payments,TOTAL,72984811,43854148172.58542
3387,Uttar Pradesh,2022,3,Financial Services,TOTAL,367887,344330142.1388885
3388,Uttar Pradesh,2022,3,Others,TOTAL,1058841,601411350.4106325
3389,Uttar Pradesh,2022,4,Merchant payments,TOTAL,439247166,296781967366.6535
3390,Uttar Pradesh,2022,4,Peer-to-peer payments,TOTAL,317613698,1030345562935.8824
3391,Uttar Pradesh,2022,4,Recharge & bill payments,TOTAL,78025017,48159073834.94295
3392,Uttar Pradesh,2022,4,Financial Services,TOTAL,418329,430212917.27641135
3393,Uttar Pradesh,2022,4,Others,TOTAL,1064861,661985014.756895
3394,Uttarakhand,2018,1,Recharge & bill payments,TOTAL,730428,124377517.3349145
3395,Uttarakhand,2018,1,Peer-to-peer payments,TOTAL,399545,1296603346.334598
3396,Uttarakhand,2018,1,Merchant payments,TOTAL,35382,39372913.10424411
3397,Uttarakhand,2018,1,Financial Services,TOTAL,27761,5637758.5563494945
3398,Uttarakhand,2018,1,Others,TOTAL,53569,42553823.19378027
3399,Uttarakhand,2018,2,Recharge & bill payments,TOTAL,946332,193802092.8234874
3400,Uttarakhand,2018,2,Peer-to-peer payments,TOTAL,620490,2358941864.7682114
3401,Uttarakhand,2018,2,Merchant payments,TOTAL,60494,66946005.75890133
3402,Uttarakhand,2018,2,Financial Services,TOTAL,29919,7913276.778501136
3403,Uttarakhand,2018,2,Others,TOTAL,46887,52152138.42194019
3404,Uttarakhand,2018,3,Peer-to-peer payments,TOTAL,1049725,3356030294.930648
3405,Uttarakhand,2018,3,Recharge & bill payments,TOTAL,1004356,239244556.76646537
3406,Uttarakhand,2018,3,Merchant payments,TOTAL,112342,84447374.86583523
3407,Uttarakhand,2018,3,Financial Services,TOTAL,22792,4334709.909645849
3408,Uttarakhand,2018,3,Others,TOTAL,39917,42516103.38590273
3409,Uttarakhand,2018,4,Peer-to-peer payments,TOTAL,1556731,5072621132.343549
3410,Uttarakhand,2018,4,Recharge & bill payments,TOTAL,1252124,292877734.33795583
3411,Uttarakhand,2018,4,Merchant payments,TOTAL,289733,228453045.85460952
3412,Uttarakhand,2018,4,Financial Services,TOTAL,29916,6035161.098892693
3413,Uttarakhand,2018,4,Others,TOTAL,50257,54285064.328889735
3414,Uttarakhand,2019,1,Peer-to-peer payments,TOTAL,3499130,6512361464.496071
3415,Uttarakhand,2019,1,Recharge & bill payments,TOTAL,1590269,394631055.6931843
3416,Uttarakhand,2019,1,Merchant payments,TOTAL,372290,226281078.7699414
3417,Uttarakhand,2019,1,Financial Services,TOTAL,28784,3951610.30495379
3418,Uttarakhand,2019,1,Others,TOTAL,55528,46303966.00979781
3419,Uttarakhand,2019,2,Peer-to-peer payments,TOTAL,2383662,7752954670.580209
3420,Uttarakhand,2019,2,Recharge & bill payments,TOTAL,1616176,454962951.9136597
3421,Uttarakhand,2019,2,Merchant payments,TOTAL,721858,323876953.4104364
3422,Uttarakhand,2019,2,Financial Services,TOTAL,21852,2550386.4774141517
3423,Uttarakhand,2019,2,Others,TOTAL,69727,54187888.53677146
3424,Uttarakhand,2019,3,Peer-to-peer payments,TOTAL,2313544,8512622076.436331
3425,Uttarakhand,2019,3,Recharge & bill payments,TOTAL,2201606,683772296.9748493
3426,Uttarakhand,2019,3,Merchant payments,TOTAL,1121052,480794827.1193007
3427,Uttarakhand,2019,3,Financial Services,TOTAL,12119,4570326.192004257
3428,Uttarakhand,2019,3,Others,TOTAL,62155,47272543.294839665
3429,Uttarakhand,2019,4,Peer-to-peer payments,TOTAL,3210116,11020339546.604958
3430,Uttarakhand,2019,4,Recharge & bill payments,TOTAL,2547173,817728111.4576316
3431,Uttarakhand,2019,4,Merchant payments,TOTAL,1542944,701746516.8731368
3432,Uttarakhand,2019,4,Financial Services,TOTAL,11585,3555524.3767221333
3433,Uttarakhand,2019,4,Others,TOTAL,50298,30336605.83833359
3434,Uttarakhand,2020,1,Peer-to-peer payments,TOTAL,3792776,13999676596.865887
3435,Uttarakhand,2020,1,Recharge & bill payments,TOTAL,2990764,1028598924.445406
3436,Uttarakhand,2020,1,Merchant payments,TOTAL,2289657,1094245197.2356641
3437,Uttarakhand,2020,1,Financial Services,TOTAL,10246,8180881.808693047
3438,Uttarakhand,2020,1,Others,TOTAL,48341,27378658.631921414
3439,Uttarakhand,2020,2,Recharge & bill payments,TOTAL,3755695,1303523584.942265
3440,Uttarakhand,2020,2,Peer-to-peer payments,TOTAL,3656029,13572964169.690296
3441,Uttarakhand,2020,2,Merchant payments,TOTAL,1587042,1181497493.0283294
3442,Uttarakhand,2020,2,Financial Services,TOTAL,15023,17612288.05771955
3443,Uttarakhand,2020,2,Others,TOTAL,33981,18590166.382408556
3444,Uttarakhand,2020,3,Peer-to-peer payments,TOTAL,4836512,18377468807.44993
3445,Uttarakhand,2020,3,Recharge & bill payments,TOTAL,3751993,1509373287.697055
3446,Uttarakhand,2020,3,Merchant payments,TOTAL,3164623,2166776519.8536706
3447,Uttarakhand,2020,3,Financial Services,TOTAL,20455,26449980.584111303
3448,Uttarakhand,2020,3,Others,TOTAL,45352,23442372.42176825
3449,Uttarakhand,2020,4,Peer-to-peer payments,TOTAL,6748183,25748737002.1362
3450,Uttarakhand,2020,4,Merchant payments,TOTAL,6629201,4274032856.6465273
3451,Uttarakhand,2020,4,Recharge & bill payments,TOTAL,4140391,1697819950.5564795
3452,Uttarakhand,2020,4,Financial Services,TOTAL,27120,29791064.761797357
3453,Uttarakhand,2020,4,Others,TOTAL,68376,42358455.00938001
3454,Uttarakhand,2021,1,Merchant payments,TOTAL,8393767,5283142247.065777
3455,Uttarakhand,2021,1,Peer-to-peer payments,TOTAL,7981710,29202365442.63442
3456,Uttarakhand,2021,1,Recharge & bill payments,TOTAL,4146569,1727960484.030287
3457,Uttarakhand,2021,1,Financial Services,TOTAL,30208,38400863.99560504
3458,Uttarakhand,2021,1,Others,TOTAL,56148,36320362.17233381
3459,Uttarakhand,2021,2,Peer-to-peer payments,TOTAL,9374939,32674145244.390625
3460,Uttarakhand,2021,2,Merchant payments,TOTAL,9134389,6257528832.057196
3461,Uttarakhand,2021,2,Recharge & bill payments,TOTAL,5388285,1979824048.8157122
3462,Uttarakhand,2021,2,Financial Services,TOTAL,31497,35404991.874676295
3463,Uttarakhand,2021,2,Others,TOTAL,71322,43914757.70001851
3464,Uttarakhand,2021,3,Merchant payments,TOTAL,13673085,9001414756.070686
3465,Uttarakhand,2021,3,Peer-to-peer payments,TOTAL,11867174,39256650720.01872
3466,Uttarakhand,2021,3,Recharge & bill payments,TOTAL,5388011,2182554095.263321
3467,Uttarakhand,2021,3,Financial Services,TOTAL,27839,38013969.98341857
3468,Uttarakhand,2021,3,Others,TOTAL,86175,48863242.2282843
3469,Uttarakhand,2021,4,Merchant payments,TOTAL,19850878,13515464697.761791
3470,Uttarakhand,2021,4,Peer-to-peer payments,TOTAL,14819203,49969580473.07786
3471,Uttarakhand,2021,4,Recharge & bill payments,TOTAL,5536262,2540546090.023079
3472,Uttarakhand,2021,4,Financial Services,TOTAL,38764,51212042.381750934
3473,Uttarakhand,2021,4,Others,TOTAL,116173,71304856.17664191
3474,Uttarakhand,2022,1,Merchant payments,TOTAL,22595602,14585438346.473846
3475,Uttarakhand,2022,1,Peer-to-peer payments,TOTAL,16201632,53535521438.95823
3476,Uttarakhand,2022,1,Recharge & bill payments,TOTAL,5617605,2745987927.683198
3477,Uttarakhand,2022,1,Financial Services,TOTAL,39033,49695999.71828518
3478,Uttarakhand,2022,1,Others,TOTAL,106900,62138787.2410843
3479,Uttarakhand,2022,2,Merchant payments,TOTAL,32087670,19479185362.296963
3480,Uttarakhand,2022,2,Peer-to-peer payments,TOTAL,19677409,65563901300.31024
3481,Uttarakhand,2022,2,Recharge & bill payments,TOTAL,6263098,3174160697.8567643
3482,Uttarakhand,2022,2,Financial Services,TOTAL,32284,37217548.78562989
3483,Uttarakhand,2022,2,Others,TOTAL,106417,58906116.08464594
3484,Uttarakhand,2022,3,Merchant payments,TOTAL,35069444,20528059274.248493
3485,Uttarakhand,2022,3,Peer-to-peer payments,TOTAL,22031045,68377272372.60579
3486,Uttarakhand,2022,3,Recharge & bill payments,TOTAL,6765699,3633710468.801753
3487,Uttarakhand,2022,3,Financial Services,TOTAL,38061,44669245.26821817
3488,Uttarakhand,2022,3,Others,TOTAL,92270,57548577.43879978
3489,Uttarakhand,2022,4,Merchant payments,TOTAL,43185705,26026949674.245083
3490,Uttarakhand,2022,4,Peer-to-peer payments,TOTAL,27043038,85220041974.58176
3491,Uttarakhand,2022,4,Recharge & bill payments,TOTAL,7610775,4128624164.749209
3492,Uttarakhand,2022,4,Financial Services,TOTAL,44569,55762460.39159953
3493,Uttarakhand,2022,4,Others,TOTAL,99793,64668557.391687945
3494,WestBengal,2018,1,Recharge & bill payments,TOTAL,5773831,964309485.9592385
3495,WestBengal,2018,1,Peer-to-peer payments,TOTAL,4383075,8874266825.985771
3496,WestBengal,2018,1,Financial Services,TOTAL,665171,119502271.66944443
3497,WestBengal,2018,1,Merchant payments,TOTAL,443378,366788699.65713125
3498,WestBengal,2018,1,Others,TOTAL,444770,301111268.86863834
3499,WestBengal,2018,2,Peer-to-peer payments,TOTAL,8284944,15889890046.862814
3500,WestBengal,2018,2,Recharge & bill payments,TOTAL,7360522,1563841173.839662
3501,WestBengal,2018,2,Financial Services,TOTAL,1121570,160809685.93886387
3502,WestBengal,2018,2,Merchant payments,TOTAL,937608,715914360.819237
3503,WestBengal,2018,2,Others,TOTAL,377802,298728202.7433254
3504,WestBengal,2018,3,Peer-to-peer payments,TOTAL,41882429,38439798815.23789
3505,WestBengal,2018,3,Recharge & bill payments,TOTAL,7596315,1992473341.2750623
3506,WestBengal,2018,3,Merchant payments,TOTAL,2252265,979603555.1397107
3507,WestBengal,2018,3,Financial Services,TOTAL,1619524,185187032.8965006
3508,WestBengal,2018,3,Others,TOTAL,354883,246871438.6293067
3509,WestBengal,2018,4,Peer-to-peer payments,TOTAL,17154995,35303180047.06148
3510,WestBengal,2018,4,Recharge & bill payments,TOTAL,9425082,2467741143.2258015
3511,WestBengal,2018,4,Merchant payments,TOTAL,8633569,2294203496.6575317
3512,WestBengal,2018,4,Financial Services,TOTAL,734796,93755616.52283625
3513,WestBengal,2018,4,Others,TOTAL,565106,330738908.23670936
3514,WestBengal,2019,1,Peer-to-peer payments,TOTAL,27374206,44170923881.744286
3515,WestBengal,2019,1,Recharge & bill payments,TOTAL,11659948,3021107711.9021683
3516,WestBengal,2019,1,Merchant payments,TOTAL,7636726,2645438308.338478
3517,WestBengal,2019,1,Financial Services,TOTAL,525650,47986448.46936697
3518,WestBengal,2019,1,Others,TOTAL,429858,279216273.42549
3519,WestBengal,2019,2,Peer-to-peer payments,TOTAL,20285958,48394974398.37831
3520,WestBengal,2019,2,Merchant payments,TOTAL,13646142,4657258459.145545
3521,WestBengal,2019,2,Recharge & bill payments,TOTAL,12129638,3676123279.3800926
3522,WestBengal,2019,2,Financial Services,TOTAL,421037,45646046.98846317
3523,WestBengal,2019,2,Others,TOTAL,540760,331688935.22631323
3524,WestBengal,2019,3,Merchant payments,TOTAL,30804036,8273187167.0788555
3525,WestBengal,2019,3,Peer-to-peer payments,TOTAL,21522913,57058405341.48096
3526,WestBengal,2019,3,Recharge & bill payments,TOTAL,13011501,4832486821.888576
3527,WestBengal,2019,3,Financial Services,TOTAL,558653,57054414.83597401
3528,WestBengal,2019,3,Others,TOTAL,547726,319398871.5461071
3529,WestBengal,2019,4,Peer-to-peer payments,TOTAL,67037576,76593333397.8665
3530,WestBengal,2019,4,Recharge & bill payments,TOTAL,14511711,4859794689.902503
3531,WestBengal,2019,4,Merchant payments,TOTAL,14187744,6477138700.812115
3532,WestBengal,2019,4,Financial Services,TOTAL,653648,77047243.72974005
3533,WestBengal,2019,4,Others,TOTAL,415159,196296222.33587587
3534,WestBengal,2020,1,Peer-to-peer payments,TOTAL,28457404,82770282623.80914
3535,WestBengal,2020,1,Merchant payments,TOTAL,19779392,8097859088.519976
3536,WestBengal,2020,1,Recharge & bill payments,TOTAL,17448908,5550815439.734788
3537,WestBengal,2020,1,Financial Services,TOTAL,210068,58280893.55150119
3538,WestBengal,2020,1,Others,TOTAL,354609,176067145.3227705
3539,WestBengal,2020,2,Peer-to-peer payments,TOTAL,24855687,84984004330.7718
3540,WestBengal,2020,2,Recharge & bill payments,TOTAL,22220012,7496845561.868595
3541,WestBengal,2020,2,Merchant payments,TOTAL,10225729,7404190137.669086
3542,WestBengal,2020,2,Financial Services,TOTAL,130595,89987205.23090403
3543,WestBengal,2020,2,Others,TOTAL,244774,124404641.81495729
3544,WestBengal,2020,3,Peer-to-peer payments,TOTAL,37556349,133120676151.84232
3545,WestBengal,2020,3,Recharge & bill payments,TOTAL,22284079,8768630922.970161
3546,WestBengal,2020,3,Merchant payments,TOTAL,19599024,14614394375.389553
3547,WestBengal,2020,3,Financial Services,TOTAL,151996,125973420.85650632
3548,WestBengal,2020,3,Others,TOTAL,363056,183680984.08253318
3549,WestBengal,2020,4,Peer-to-peer payments,TOTAL,46437233,166391874596.30487
3550,WestBengal,2020,4,Merchant payments,TOTAL,30077510,22241302940.832962
3551,WestBengal,2020,4,Recharge & bill payments,TOTAL,23158305,10074605883.201237
3552,WestBengal,2020,4,Financial Services,TOTAL,178455,164241191.7401362
3553,WestBengal,2020,4,Others,TOTAL,489142,293466753.56894124
3554,WestBengal,2021,1,Peer-to-peer payments,TOTAL,53869075,202240249482.85385
3555,WestBengal,2021,1,Merchant payments,TOTAL,37143701,28918343691.018497
3556,WestBengal,2021,1,Recharge & bill payments,TOTAL,26673733,11339665944.69124
3557,WestBengal,2021,1,Financial Services,TOTAL,166727,175445811.88444334
