,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_Type
1434,Gujarat,2019,2,gandhinagar,1205404,1791763499.6818066,TOTAL
1435,Gujarat,2019,2,bharuch,747899,1317325972.015126,TOTAL
1436,Gujarat,2019,2,rajkot,724751,1400871094.6495595,TOTAL
1437,Gujarat,2019,2,mahesana,715052,1095164063.6523905,TOTAL
1438,Gujarat,2019,2,kachchh,688449,1389719506.4029193,TOTAL
1439,Gujarat,2019,2,banas kantha,642084,1108185173.7200396,TOTAL
1440,Gujarat,2019,3,ahmadabad,14605589,23081622347.556786,TOTAL
1441,Gujarat,2019,3,surat,4447301,7371726681.306206,TOTAL
1442,Gujarat,2019,3,navsari,3007618,5936350631.711407,TOTAL
1443,Gujarat,2019,3,vadodara,2407408,3950547763.5697803,TOTAL
1444,Gujarat,2019,3,gandhinagar,1850642,2359920414.1180134,TOTAL
1445,Gujarat,2019,3,bharuch,1040617,1624510953.9967768,TOTAL
1446,Gujarat,2019,3,rajkot,1022919,1587889777.799852,TOTAL
1447,Gujarat,2019,3,mahesana,1012086,1334187013.0348892,TOTAL
1448,Gujarat,2019,3,anand,955946,948614191.2624346,TOTAL
1449,Gujarat,2019,3,banas kantha,909575,1343558301.6357625,TOTAL
1450,Gujarat,2019,4,ahmadabad,15696056,29657904578.49414,TOTAL
1451,Gujarat,2019,4,surat,4988183,9432189653.21497,TOTAL
1452,Gujarat,2019,4,navsari,2986534,6831783124.753632,TOTAL
1453,Gujarat,2019,4,vadodara,2908059,5087285259.821402,TOTAL
1454,Gujarat,2019,4,gandhinagar,2081714,2917516449.8289948,TOTAL
1455,Gujarat,2019,4,bharuch,1324720,2217755667.5707374,TOTAL
1456,Gujarat,2019,4,mahesana,1166283,1805374816.0740204,TOTAL
1457,Gujarat,2019,4,rajkot,1134928,2127782298.9078345,TOTAL
1458,Gujarat,2019,4,banas kantha,1087381,1918665318.491047,TOTAL
1459,Gujarat,2019,4,valsad,1028011,1666399666.233092,TOTAL
1460,Gujarat,2020,1,ahmadabad,17950876,35559467147.63747,TOTAL
1461,Gujarat,2020,1,surat,6801887,13770083573.568459,TOTAL
1462,Gujarat,2020,1,vadodara,3398524,5791008308.342354,TOTAL
1463,Gujarat,2020,1,gandhinagar,2337267,3378567424.980505,TOTAL
1464,Gujarat,2020,1,bharuch,1525995,2487359207.9748526,TOTAL
1465,Gujarat,2020,1,banas kantha,1429235,2718891067.533261,TOTAL
1466,Gujarat,2020,1,valsad,1342508,2197272850.2289653,TOTAL
1467,Gujarat,2020,1,rajkot,1339770,2664972202.0377035,TOTAL
1468,Gujarat,2020,1,kachchh,1305996,2617080218.9794,TOTAL
1469,Gujarat,2020,1,mahesana,1294012,2067093335.3061204,TOTAL
1470,Gujarat,2020,2,ahmadabad,16430916,32731896547.15033,TOTAL
1471,Gujarat,2020,2,surat,5654552,9378177062.809792,TOTAL
1472,Gujarat,2020,2,vadodara,2796615,4621695376.570125,TOTAL
1473,Gujarat,2020,2,gandhinagar,2039285,2913004123.5804567,TOTAL
1474,Gujarat,2020,2,banas kantha,1860625,3107051803.5377526,TOTAL
1475,Gujarat,2020,2,bharuch,1673375,2438983130.59495,TOTAL
1476,Gujarat,2020,2,mahesana,1592579,2300168470.716814,TOTAL
1477,Gujarat,2020,2,valsad,1498222,2040840946.3210487,TOTAL
1478,Gujarat,2020,2,kachchh,1428844,2663558233.321313,TOTAL
1479,Gujarat,2020,2,rajkot,1360781,2344811087.112481,TOTAL
1480,Gujarat,2020,3,ahmadabad,21769867,43364229618.72334,TOTAL
1481,Gujarat,2020,3,surat,7272097,14667802723.39091,TOTAL
1482,Gujarat,2020,3,vadodara,4247473,7377577452.2292185,TOTAL
1483,Gujarat,2020,3,gandhinagar,2828558,4509986129.973013,TOTAL
1484,Gujarat,2020,3,bharuch,2145954,3492190237.8492527,TOTAL
1485,Gujarat,2020,3,banas kantha,2102221,4347810483.865207,TOTAL
1486,Gujarat,2020,3,mahesana,1898909,3469191791.4686623,TOTAL
1487,Gujarat,2020,3,kachchh,1762816,3715321888.0775957,TOTAL
1488,Gujarat,2020,3,valsad,1743270,2801506603.415721,TOTAL
1489,Gujarat,2020,3,rajkot,1490309,2995153084.6346493,TOTAL
1490,Gujarat,2020,4,ahmadabad,25926518,50995692377.18628,TOTAL
1491,Gujarat,2020,4,surat,10950779,22483338828.296673,TOTAL
1492,Gujarat,2020,4,vadodara,6066452,10175864216.096031,TOTAL
1493,Gujarat,2020,4,gandhinagar,3802536,6260558379.008725,TOTAL
1494,Gujarat,2020,4,bharuch,3243841,5265465828.675046,TOTAL
1495,Gujarat,2020,4,banas kantha,2687464,5676878891.729177,TOTAL
1496,Gujarat,2020,4,valsad,2565319,4183435576.3542786,TOTAL
1497,Gujarat,2020,4,mahesana,2473227,4748375062.213287,TOTAL
1498,Gujarat,2020,4,kachchh,2405892,5163742799.021423,TOTAL
1499,Gujarat,2020,4,rajkot,1980653,4184580562.7370853,TOTAL
1500,Gujarat,2021,1,ahmadabad,36857358,68688129153.5751,TOTAL
1501,Gujarat,2021,1,surat,13429789,28261722802.55279,TOTAL
1502,Gujarat,2021,1,vadodara,7191021,11925964623.063154,TOTAL
1503,Gujarat,2021,1,gandhinagar,4275528,7290530767.260056,TOTAL
1504,Gujarat,2021,1,bharuch,3420929,5756013890.9055805,TOTAL
1505,Gujarat,2021,1,banas kantha,2927080,6883945517.865921,TOTAL
1506,Gujarat,2021,1,valsad,2745663,4775335083.735587,TOTAL
1507,Gujarat,2021,1,kachchh,2664604,6036765372.934219,TOTAL
1508,Gujarat,2021,1,mahesana,2587041,5454846785.509393,TOTAL
1509,Gujarat,2021,1,rajkot,2278417,5057583315.413301,TOTAL
1510,Gujarat,2021,2,ahmadabad,44173046,79437951666.15146,TOTAL
1511,Gujarat,2021,2,surat,15230233,30756115155.739147,TOTAL
1512,Gujarat,2021,2,vadodara,7847805,12902554421.6506,TOTAL
1513,Gujarat,2021,2,gandhinagar,4552010,7835004938.194845,TOTAL
1514,Gujarat,2021,2,bharuch,3937665,6464930552.559841,TOTAL
1515,Gujarat,2021,2,banas kantha,3648428,8286069195.93278,TOTAL
1516,Gujarat,2021,2,kachchh,3268191,7040086478.344804,TOTAL
1517,Gujarat,2021,2,valsad,3236626,5434041159.757242,TOTAL
1518,Gujarat,2021,2,mahesana,3118685,6292779692.204142,TOTAL
1519,Gujarat,2021,2,rajkot,2675842,5707346831.237131,TOTAL
1520,Gujarat,2021,3,ahmadabad,58611265,101760598132.07089,TOTAL
1521,Gujarat,2021,3,surat,21214459,40838608900.13972,TOTAL
1522,Gujarat,2021,3,vadodara,10555446,16336422910.897556,TOTAL
1523,Gujarat,2021,3,gandhinagar,6318239,10546315790.961113,TOTAL
1524,Gujarat,2021,3,bharuch,5280607,8322570348.519125,TOTAL
1525,Gujarat,2021,3,banas kantha,4877149,11302732744.859072,TOTAL
1526,Gujarat,2021,3,valsad,4434194,7173200940.388832,TOTAL
1527,Gujarat,2021,3,kachchh,4378602,9001941152.864368,TOTAL
1528,Gujarat,2021,3,mahesana,4085272,8371811502.228019,TOTAL
1529,Gujarat,2021,3,rajkot,3586356,7726777654.637351,TOTAL
1530,Gujarat,2021,4,ahmadabad,70075885,124559345468.31935,TOTAL
1531,Gujarat,2021,4,surat,26358525,51244301661.33562,TOTAL
1532,Gujarat,2021,4,vadodara,12675332,20051547592.844345,TOTAL
1533,Gujarat,2021,4,gandhinagar,7658806,13063535935.91779,TOTAL
1534,Gujarat,2021,4,bharuch,6671068,10647007113.465914,TOTAL
1535,Gujarat,2021,4,banas kantha,6396725,14662295530.137415,TOTAL
1536,Gujarat,2021,4,valsad,5798487,9554286592.777279,TOTAL
1537,Gujarat,2021,4,kachchh,5470337,11281039516.167408,TOTAL
1538,Gujarat,2021,4,mahesana,5022604,10719744656.891113,TOTAL
1539,Gujarat,2021,4,rajkot,4398724,9808446763.924477,TOTAL
1540,Gujarat,2022,1,ahmadabad,79952986,140746136456.2987,TOTAL
1541,Gujarat,2022,1,surat,31199368,60384509134.17688,TOTAL
1542,Gujarat,2022,1,vadodara,14343830,22232541228.698696,TOTAL
1543,Gujarat,2022,1,gandhinagar,8605006,14673670632.364445,TOTAL
1544,Gujarat,2022,1,banas kantha,7973644,18279879154.011223,TOTAL
1545,Gujarat,2022,1,bharuch,7704075,12142511077.777298,TOTAL
1546,Gujarat,2022,1,valsad,6673719,11065186874.369564,TOTAL
1547,Gujarat,2022,1,kachchh,6493295,13234467234.409914,TOTAL
1548,Gujarat,2022,1,mahesana,5772191,12148997855.25247,TOTAL
1549,Gujarat,2022,1,rajkot,5044420,11183107357.249798,TOTAL
1550,Gujarat,2022,2,ahmadabad,96453555,161506106645.9494,TOTAL
1551,Gujarat,2022,2,surat,37371820,68525386888.440254,TOTAL
1552,Gujarat,2022,2,vadodara,16566055,24927078678.274376,TOTAL
1553,Gujarat,2022,2,gandhinagar,10158506,16650584409.353096,TOTAL
1554,Gujarat,2022,2,banas kantha,9732655,20605533611.378273,TOTAL
1555,Gujarat,2022,2,bharuch,8898927,13524403306.877403,TOTAL
1556,Gujarat,2022,2,valsad,8033358,12554813235.049372,TOTAL
1557,Gujarat,2022,2,kachchh,7934471,15334005512.230762,TOTAL
1558,Gujarat,2022,2,mahesana,6831581,13686497405.843655,TOTAL
1559,Gujarat,2022,2,rajkot,6063252,12629937169.82262,TOTAL
1560,Gujarat,2022,3,ahmadabad,117574996,184255244712.72235,TOTAL
1561,Gujarat,2022,3,surat,46500453,78304481289.11215,TOTAL
1562,Gujarat,2022,3,vadodara,23318716,32733106034.5252,TOTAL
1563,Gujarat,2022,3,bharuch,11270803,15949022077.719543,TOTAL
1564,Gujarat,2022,3,banas kantha,11035119,22401495021.82648,TOTAL
1565,Gujarat,2022,3,gandhinagar,10879868,17098915693.488312,TOTAL
1566,Gujarat,2022,3,valsad,9633288,13905599408.86188,TOTAL
1567,Gujarat,2022,3,kachchh,9375781,16533683640.30562,TOTAL
1568,Gujarat,2022,3,rajkot,8053297,15206611341.200827,TOTAL
1569,Gujarat,2022,3,mahesana,6403784,12429803356.66823,TOTAL
1570,Gujarat,2022,4,ahmadabad,133174553,212037117715.34888,TOTAL
1571,Gujarat,2022,4,surat,52037142,85923991746.92255,TOTAL
1572,Gujarat,2022,4,vadodara,20968443,30304178848.49663,TOTAL
1573,Gujarat,2022,4,bharuch,15879527,22486941029.828552,TOTAL
1574,Gujarat,2022,4,banas kantha,12352158,25179922289.863693,TOTAL
1575,Gujarat,2022,4,gandhinagar,12010565,19015449813.738018,TOTAL
1576,Gujarat,2022,4,valsad,11103340,15842261457.57137,TOTAL
1577,Gujarat,2022,4,kachchh,9617702,17113433243.309341,TOTAL
1578,Gujarat,2022,4,rajkot,9260831,17834314868.93695,TOTAL
1579,Gujarat,2022,4,mahesana,7160396,14173625244.242262,TOTAL
1580,Haryana,2018,1,gurugram,1408070,2317083393.896097,TOTAL
1581,Haryana,2018,1,faridabad,521939,772738359.1903924,TOTAL
1582,Haryana,2018,1,hisar,240517,355732765.75367296,TOTAL
1583,Haryana,2018,1,rewari,199418,280095218.8487885,TOTAL
1584,Haryana,2018,1,panipat,183960,263054774.74491566,TOTAL
1585,Haryana,2018,1,sonipat,178766,279804665.74758285,TOTAL
1586,Haryana,2018,1,karnal,169313,247718779.0667546,TOTAL
1587,Haryana,2018,1,sirsa,164867,164313975.8712107,TOTAL
1588,Haryana,2018,1,bhiwani,125150,190361119.40027064,TOTAL
1589,Haryana,2018,1,rohtak,121728,215207976.23801103,TOTAL
1590,Haryana,2018,2,gurugram,1893511,3604758914.7352195,TOTAL
1591,Haryana,2018,2,faridabad,698865,1211325239.4669201,TOTAL
1592,Haryana,2018,2,hisar,320500,627894549.2713584,TOTAL
1593,Haryana,2018,2,panipat,265754,440169913.37038267,TOTAL
1594,Haryana,2018,2,rewari,263194,453157049.1288283,TOTAL
1595,Haryana,2018,2,sonipat,253130,475518495.4836759,TOTAL
1596,Haryana,2018,2,sirsa,234948,288080253.195745,TOTAL
1597,Haryana,2018,2,karnal,224254,430353501.61753666,TOTAL
1598,Haryana,2018,2,ambala,180500,352994750.8908926,TOTAL
1599,Haryana,2018,2,rohtak,179677,372787270.2835766,TOTAL
1600,Haryana,2018,3,gurugram,2877059,5115393851.988528,TOTAL
1601,Haryana,2018,3,faridabad,1058983,1722572594.332482,TOTAL
1602,Haryana,2018,3,hisar,390428,961080725.8344724,TOTAL
1603,Haryana,2018,3,rewari,350599,643047741.7898456,TOTAL
1604,Haryana,2018,3,panipat,331409,660571357.2553346,TOTAL
1605,Haryana,2018,3,sonipat,315829,689899150.946893,TOTAL
1606,Haryana,2018,3,karnal,282956,594890203.9680781,TOTAL
1607,Haryana,2018,3,rohtak,242013,568546327.48272,TOTAL
1608,Haryana,2018,3,ambala,233248,522223540.2280037,TOTAL
1609,Haryana,2018,3,sirsa,222321,409263123.8749541,TOTAL
1610,Haryana,2018,4,gurugram,4651606,7834266744.800946,TOTAL
1611,Haryana,2018,4,faridabad,2271109,2832603200.576729,TOTAL
1612,Haryana,2018,4,rewari,535609,1038332553.8976262,TOTAL
1613,Haryana,2018,4,hisar,511206,1476103125.5799584,TOTAL
1614,Haryana,2018,4,sonipat,428989,1037340218.1738504,TOTAL
1615,Haryana,2018,4,panipat,427930,960831966.9902785,TOTAL
1616,Haryana,2018,4,palwal,383775,672481291.542182,TOTAL
1617,Haryana,2018,4,karnal,356327,883621789.490683,TOTAL
1618,Haryana,2018,4,jhajjar,319972,741571573.9301258,TOTAL
1619,Haryana,2018,4,ambala,313017,778868451.264339,TOTAL
1620,Haryana,2019,1,gurugram,8723777,10558099866.889874,TOTAL
1621,Haryana,2019,1,faridabad,4020631,4128377201.4363856,TOTAL
1622,Haryana,2019,1,rewari,992599,1395914440.321243,TOTAL
1623,Haryana,2019,1,palwal,719323,1032542809.3600862,TOTAL
1624,Haryana,2019,1,hisar,703750,1656524675.5728457,TOTAL
1625,Haryana,2019,1,sonipat,699422,1419939621.3328834,TOTAL
1626,Haryana,2019,1,panipat,685081,1414874465.0357556,TOTAL
1627,Haryana,2019,1,karnal,589011,1295083691.156188,TOTAL
1628,Haryana,2019,1,rohtak,575222,1345411743.258372,TOTAL
1629,Haryana,2019,1,jhajjar,548076,1042049466.2823191,TOTAL
1630,Haryana,2019,2,gurugram,8386864,11575310786.46454,TOTAL
1631,Haryana,2019,2,faridabad,3523377,4505940224.123979,TOTAL
1632,Haryana,2019,2,rohtak,1096201,2813329870.614499,TOTAL
1633,Haryana,2019,2,panipat,1019615,2473242371.019817,TOTAL
1634,Haryana,2019,2,rewari,889511,1639474281.2498112,TOTAL
1635,Haryana,2019,2,sonipat,888795,2100408323.2797818,TOTAL
1636,Haryana,2019,2,karnal,814251,2062725761.781968,TOTAL
1637,Haryana,2019,2,hisar,761001,2054472611.492754,TOTAL
1638,Haryana,2019,2,palwal,741633,1293085677.97656,TOTAL
1639,Haryana,2019,2,jhajjar,569289,1308026488.612537,TOTAL
1640,Haryana,2019,3,gurugram,11843666,15022524504.76374,TOTAL
1641,Haryana,2019,3,faridabad,4701377,5869168552.228926,TOTAL
1642,Haryana,2019,3,rewari,1206241,2010833861.5122523,TOTAL
1643,Haryana,2019,3,rohtak,1158516,3225248552.778762,TOTAL
1644,Haryana,2019,3,panipat,1155825,2901827842.8905134,TOTAL
1645,Haryana,2019,3,sonipat,1066029,2495689739.736125,TOTAL
1646,Haryana,2019,3,palwal,1061268,1687988450.1171806,TOTAL
1647,Haryana,2019,3,hisar,1055411,2558826214.5634766,TOTAL
1648,Haryana,2019,3,karnal,991286,2467996778.7886715,TOTAL
1649,Haryana,2019,3,jhajjar,755297,1642655006.4215214,TOTAL
1650,Haryana,2019,4,gurugram,14935865,19000424238.11497,TOTAL
1651,Haryana,2019,4,faridabad,5358174,7782346423.807224,TOTAL
1652,Haryana,2019,4,rewari,1538398,2831585559.7951837,TOTAL
1653,Haryana,2019,4,panipat,1437677,3870819294.7898273,TOTAL
1654,Haryana,2019,4,rohtak,1428337,4158625641.7923813,TOTAL
1655,Haryana,2019,4,sonipat,1368457,3347168252.768132,TOTAL
1656,Haryana,2019,4,hisar,1309901,3351369912.8069725,TOTAL
1657,Haryana,2019,4,karnal,1280457,3322975421.6792216,TOTAL
1658,Haryana,2019,4,palwal,1273274,2370503274.3677926,TOTAL
1659,Haryana,2019,4,jhajjar,965474,2147473030.3808532,TOTAL
1660,Haryana,2020,1,gurugram,16484737,21152356889.052498,TOTAL
1661,Haryana,2020,1,faridabad,5840117,8881105700.091959,TOTAL
1662,Haryana,2020,1,sonipat,2016893,5091258326.483329,TOTAL
1663,Haryana,2020,1,rohtak,1803076,5175066327.070365,TOTAL
1664,Haryana,2020,1,panipat,1781967,4661669007.4263115,TOTAL
1665,Haryana,2020,1,rewari,1747564,3142595798.4513865,TOTAL
1666,Haryana,2020,1,palwal,1613263,3109146806.57809,TOTAL
1667,Haryana,2020,1,karnal,1579733,4003478768.7248425,TOTAL
1668,Haryana,2020,1,hisar,1533724,3820470010.45599,TOTAL
1669,Haryana,2020,1,mewat,1241283,3154872672.0695767,TOTAL
1670,Haryana,2020,2,gurugram,11284856,14426170120.903454,TOTAL
1671,Haryana,2020,2,faridabad,5775792,8177450074.37961,TOTAL
1672,Haryana,2020,2,palwal,2090627,3788124543.124005,TOTAL
1673,Haryana,2020,2,sonipat,2067865,5016220638.103822,TOTAL
1674,Haryana,2020,2,rohtak,2050920,5946541938.965281,TOTAL
1675,Haryana,2020,2,rewari,2022132,3582603328.500936,TOTAL
1676,Haryana,2020,2,panipat,2011582,5207544726.945988,TOTAL
1677,Haryana,2020,2,hisar,1644838,4146210408.44509,TOTAL
1678,Haryana,2020,2,karnal,1629574,4045109843.2026005,TOTAL
1679,Haryana,2020,2,mewat,1598705,3658746771.705061,TOTAL
1680,Haryana,2020,3,gurugram,18098421,23437360421.86216,TOTAL
1681,Haryana,2020,3,faridabad,8700173,13490214442.585878,TOTAL
1682,Haryana,2020,3,rewari,3041169,5346067429.247877,TOTAL
1683,Haryana,2020,3,sonipat,2922945,7024743099.006162,TOTAL
1684,Haryana,2020,3,palwal,2672871,4869775358.80177,TOTAL
1685,Haryana,2020,3,panipat,2334545,5809998640.786768,TOTAL
1686,Haryana,2020,3,hisar,2209518,5761605477.767698,TOTAL
1687,Haryana,2020,3,mewat,2107221,5099537212.926384,TOTAL
1688,Haryana,2020,3,karnal,1955755,4578348863.2612,TOTAL
1689,Haryana,2020,3,rohtak,1740356,4643691557.73987,TOTAL
1690,Haryana,2020,4,gurugram,28192581,35629614077.0103,TOTAL
1691,Haryana,2020,4,faridabad,12149079,19603646063.147858,TOTAL
1692,Haryana,2020,4,rewari,4329508,8169865745.127572,TOTAL
1693,Haryana,2020,4,sonipat,3721622,9010603701.96087,TOTAL
1694,Haryana,2020,4,palwal,3692902,7333424919.06859,TOTAL
1695,Haryana,2020,4,hisar,3190398,8738948858.681065,TOTAL
1696,Haryana,2020,4,panipat,3059943,7874714735.936348,TOTAL
1697,Haryana,2020,4,mewat,2948645,7484819524.783331,TOTAL
1698,Haryana,2020,4,karnal,2527301,6152410695.701475,TOTAL
1699,Haryana,2020,4,jhajjar,2429140,5544973431.463554,TOTAL
1700,Haryana,2021,1,gurugram,31719830,39350276708.73313,TOTAL
1701,Haryana,2021,1,faridabad,12970900,21241648453.917847,TOTAL
1702,Haryana,2021,1,rewari,4385531,8303713646.79833,TOTAL
1703,Haryana,2021,1,sonipat,4353956,9992974986.499811,TOTAL
1704,Haryana,2021,1,palwal,3641453,7214450169.004797,TOTAL
1705,Haryana,2021,1,hisar,3294765,8859730937.006823,TOTAL
1706,Haryana,2021,1,panipat,3288095,7866864997.406405,TOTAL
1707,Haryana,2021,1,mewat,3236320,8671355565.335659,TOTAL
1708,Haryana,2021,1,karnal,2822406,6379825746.570849,TOTAL
1709,Haryana,2021,1,rohtak,2708295,6792159646.748035,TOTAL
1710,Haryana,2021,2,gurugram,32311326,39938868048.39105,TOTAL
1711,Haryana,2021,2,faridabad,14467773,23831325859.81366,TOTAL
1712,Haryana,2021,2,sonipat,5818055,12924700817.493427,TOTAL
1713,Haryana,2021,2,rewari,5377720,9762169802.614033,TOTAL
1714,Haryana,2021,2,panipat,4781725,10716524259.182951,TOTAL
1715,Haryana,2021,2,palwal,4765916,9533885152.800251,TOTAL
1716,Haryana,2021,2,hisar,4588374,11866795026.651604,TOTAL
1717,Haryana,2021,2,mewat,4011429,9985192715.597248,TOTAL
1718,Haryana,2021,2,rohtak,3586587,8769888644.596022,TOTAL
1719,Haryana,2021,2,karnal,3501189,7822099240.647442,TOTAL
1720,Haryana,2021,3,gurugram,47680658,55914389975.07391,TOTAL
1721,Haryana,2021,3,faridabad,19367342,30608591108.260963,TOTAL
1722,Haryana,2021,3,rewari,7225396,12146892237.73043,TOTAL
1723,Haryana,2021,3,sonipat,7173052,14357121849.97747,TOTAL
1724,Haryana,2021,3,panipat,6120958,12577188571.756681,TOTAL
1725,Haryana,2021,3,palwal,5875612,10372287086.183144,TOTAL
1726,Haryana,2021,3,hisar,5215891,12437366867.171387,TOTAL
1727,Haryana,2021,3,mewat,5054460,11174788500.58817,TOTAL
1728,Haryana,2021,3,rohtak,4615616,10168683402.047003,TOTAL
1729,Haryana,2021,3,karnal,4403307,8835919266.381252,TOTAL
1730,Haryana,2021,4,gurugram,56754843,69593103272.65858,TOTAL
1731,Haryana,2021,4,faridabad,23169872,38292223252.23201,TOTAL
1732,Haryana,2021,4,sonipat,8588386,18170993284.93904,TOTAL
1733,Haryana,2021,4,rewari,8487387,15492946892.608118,TOTAL
1734,Haryana,2021,4,panipat,7419868,16276012822.879314,TOTAL
1735,Haryana,2021,4,palwal,7384842,13860018394.657875,TOTAL
1736,Haryana,2021,4,mewat,6907605,14906046920.126253,TOTAL
1737,Haryana,2021,4,hisar,6193863,16081687128.153656,TOTAL
1738,Haryana,2021,4,rohtak,5544335,13098837015.96527,TOTAL
1739,Haryana,2021,4,karnal,5416815,11527031601.801613,TOTAL
1740,Haryana,2022,1,gurugram,63282822,77508209556.89508,TOTAL
1741,Haryana,2022,1,faridabad,25918817,42896865210.61576,TOTAL
1742,Haryana,2022,1,sonipat,9614092,19484490398.321857,TOTAL
1743,Haryana,2022,1,rewari,9346086,16678823765.176477,TOTAL
1744,Haryana,2022,1,panipat,9264902,19020193908.564423,TOTAL
1745,Haryana,2022,1,mewat,8788025,17806136968.70603,TOTAL
1746,Haryana,2022,1,palwal,8401353,15280812571.295765,TOTAL
1747,Haryana,2022,1,hisar,7216543,18068574001.484863,TOTAL
1748,Haryana,2022,1,rohtak,6268896,14421297234.32816,TOTAL
1749,Haryana,2022,1,karnal,6097787,12324299904.907103,TOTAL
1750,Haryana,2022,2,gurugram,79880852,92145454120.45724,TOTAL
1751,Haryana,2022,2,faridabad,30409719,48406473821.004944,TOTAL
1752,Haryana,2022,2,sonipat,11943138,22987659569.928093,TOTAL
1753,Haryana,2022,2,rewari,11224593,19046645607.857338,TOTAL
1754,Haryana,2022,2,panipat,10820296,21066063900.647213,TOTAL
1755,Haryana,2022,2,mewat,10609222,20575618595.50345,TOTAL
1756,Haryana,2022,2,palwal,9782307,17323076797.706825,TOTAL
1757,Haryana,2022,2,hisar,8798889,20864338832.46772,TOTAL
1758,Haryana,2022,2,rohtak,7714114,16685032554.576132,TOTAL
1759,Haryana,2022,2,karnal,7462000,14355989091.566263,TOTAL
1760,Haryana,2022,3,gurugram,87103856,99360193857.46599,TOTAL
1761,Haryana,2022,3,faridabad,31002825,46163415393.391945,TOTAL
1762,Haryana,2022,3,sonipat,16738938,29152136081.765583,TOTAL
1763,Haryana,2022,3,hisar,15314209,30005386061.118546,TOTAL
1764,Haryana,2022,3,panipat,13837300,24633921100.885296,TOTAL
1765,Haryana,2022,3,rewari,12015067,19436985212.741524,TOTAL
1766,Haryana,2022,3,palwal,11032395,17956834811.920963,TOTAL
1767,Haryana,2022,3,mewat,10832560,19134475751.357685,TOTAL
1768,Haryana,2022,3,rohtak,9939686,18965127888.071278,TOTAL
1769,Haryana,2022,3,karnal,9139842,16912349321.593098,TOTAL
