,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_Type
2779,Kerala,2022,4,alappuzha,6094707,8414450111.973735,TOTAL
2780,Ladakh,2018,1,leh ladakh,4845,9101926.692070464,TOTAL
2781,Ladakh,2018,1,kargil,1244,3430931.079044319,TOTAL
2782,Ladakh,2018,2,leh ladakh,10969,33164160.35287711,TOTAL
2783,Ladakh,2018,2,kargil,4041,14170742.18486436,TOTAL
2784,Ladakh,2018,3,leh ladakh,18715,63917843.16930765,TOTAL
2785,Ladakh,2018,3,kargil,6149,20173133.975538384,TOTAL
2786,Ladakh,2018,4,leh ladakh,26838,103879000.36170287,TOTAL
2787,Ladakh,2018,4,kargil,8373,31643842.130934663,TOTAL
2788,Ladakh,2019,1,leh ladakh,36320,118531360.44614574,TOTAL
2789,Ladakh,2019,1,kargil,9825,34328560.502981424,TOTAL
2790,Ladakh,2019,2,leh ladakh,53483,201775862.19993445,TOTAL
2791,Ladakh,2019,2,kargil,15289,57479644.79749023,TOTAL
2792,Ladakh,2019,3,leh ladakh,78541,283288473.20134807,TOTAL
2793,Ladakh,2019,3,kargil,13855,47841053.992474176,TOTAL
2794,Ladakh,2019,4,leh ladakh,79404,302589608.5910406,TOTAL
2795,Ladakh,2019,4,kargil,5302,22099751.43707087,TOTAL
2796,Ladakh,2020,1,leh ladakh,92250,308889816.71047306,TOTAL
2797,Ladakh,2020,1,kargil,24169,68749860.73527025,TOTAL
2798,Ladakh,2020,2,leh ladakh,116607,398378484.5171527,TOTAL
2799,Ladakh,2020,2,kargil,38403,125414514.13487196,TOTAL
2800,Ladakh,2020,3,leh ladakh,174514,652346606.2279811,TOTAL
2801,Ladakh,2020,3,kargil,53708,183140893.83021227,TOTAL
2802,Ladakh,2020,4,leh ladakh,252454,869280793.9100087,TOTAL
2803,Ladakh,2020,4,kargil,79680,242682676.5979519,TOTAL
2804,Ladakh,2021,1,leh ladakh,216659,801921555.5582755,TOTAL
2805,Ladakh,2021,1,kargil,58756,181498257.68860364,TOTAL
2806,Ladakh,2021,2,leh ladakh,307802,1142273759.759401,TOTAL
2807,Ladakh,2021,2,kargil,91914,284985335.7109178,TOTAL
2808,Ladakh,2021,3,leh ladakh,462038,1769463336.5355487,TOTAL
2809,Ladakh,2021,3,kargil,128949,444521407.39904046,TOTAL
2810,Ladakh,2021,4,leh ladakh,495230,1736886845.1005516,TOTAL
2811,Ladakh,2021,4,kargil,134957,416648293.6797176,TOTAL
2812,Ladakh,2022,1,leh ladakh,500666,1653910267.0664318,TOTAL
2813,Ladakh,2022,1,kargil,129349,371130651.7757771,TOTAL
2814,Ladakh,2022,2,leh ladakh,888735,2898954648.724365,TOTAL
2815,Ladakh,2022,2,kargil,229338,644363529.2719021,TOTAL
2816,Ladakh,2022,3,leh ladakh,946345,2958028223.6015,TOTAL
2817,Ladakh,2022,3,kargil,244513,647171126.7724075,TOTAL
2818,Ladakh,2022,4,leh ladakh,850164,2346066905.1393,TOTAL
2819,Ladakh,2022,4,kargil,233208,548410667.5396476,TOTAL
2820,Lakshadweep,2018,1,lakshadweep,778,1928611.1808777403,TOTAL
2821,Lakshadweep,2018,2,lakshadweep,2132,6187809.539400538,TOTAL
2822,Lakshadweep,2018,3,lakshadweep,1703,4339032.311985849,TOTAL
2823,Lakshadweep,2018,4,lakshadweep,1642,4463213.698222831,TOTAL
2824,Lakshadweep,2019,1,lakshadweep,2481,8786130.479338996,TOTAL
2825,Lakshadweep,2019,2,lakshadweep,2926,9242524.13698889,TOTAL
2826,Lakshadweep,2019,3,lakshadweep,3104,9651761.46376847,TOTAL
2827,Lakshadweep,2019,4,lakshadweep,3765,11269913.40492385,TOTAL
2828,Lakshadweep,2020,1,lakshadweep,5151,13502368.574504208,TOTAL
2829,Lakshadweep,2020,2,lakshadweep,7220,16942922.08594439,TOTAL
2830,Lakshadweep,2020,3,lakshadweep,8589,21306833.308656827,TOTAL
2831,Lakshadweep,2020,4,lakshadweep,11650,30111317.917080387,TOTAL
2832,Lakshadweep,2021,1,lakshadweep,9085,27042782.914081156,TOTAL
2833,Lakshadweep,2021,2,lakshadweep,11384,27383463.65795153,TOTAL
2834,Lakshadweep,2021,3,lakshadweep,13370,38803163.698768154,TOTAL
2835,Lakshadweep,2021,4,lakshadweep,15470,50998185.528381005,TOTAL
2836,Lakshadweep,2022,1,lakshadweep,16397,54939432.65393007,TOTAL
2837,Lakshadweep,2022,2,lakshadweep,17569,55929601.98990567,TOTAL
2838,Lakshadweep,2022,3,lakshadweep,15241,47580009.61750026,TOTAL
2839,Lakshadweep,2022,4,lakshadweep,17147,54813873.614936255,TOTAL
2840,Madhya Pradesh,2018,1,bhopal,1704495,1905473874.8326716,TOTAL
2841,Madhya Pradesh,2018,1,indore,1066784,1455149304.9952686,TOTAL
2842,Madhya Pradesh,2018,1,gwalior,354555,437805408.20386726,TOTAL
2843,Madhya Pradesh,2018,1,jabalpur,294739,336129604.08967173,TOTAL
2844,Madhya Pradesh,2018,1,sehore,262578,253627459.66805387,TOTAL
2845,Madhya Pradesh,2018,1,ujjain,223180,258084907.59517384,TOTAL
2846,Madhya Pradesh,2018,1,sagar,217079,158907811.38195506,TOTAL
2847,Madhya Pradesh,2018,1,rewa,210786,249549304.77768275,TOTAL
2848,Madhya Pradesh,2018,1,dewas,187518,204604018.77963144,TOTAL
2849,Madhya Pradesh,2018,1,dhar,183246,206440756.11008483,TOTAL
2850,Madhya Pradesh,2018,2,bhopal,2101870,3162583722.7483263,TOTAL
2851,Madhya Pradesh,2018,2,indore,1375908,2404399122.9028625,TOTAL
2852,Madhya Pradesh,2018,2,gwalior,489851,768942832.0715543,TOTAL
2853,Madhya Pradesh,2018,2,jabalpur,422639,584301958.944094,TOTAL
2854,Madhya Pradesh,2018,2,sehore,344826,478416852.5884154,TOTAL
2855,Madhya Pradesh,2018,2,rewa,298854,492363779.31866646,TOTAL
2856,Madhya Pradesh,2018,2,ujjain,291630,463505751.4854504,TOTAL
2857,Madhya Pradesh,2018,2,sagar,267894,314107092.19693184,TOTAL
2858,Madhya Pradesh,2018,2,satna,242463,270342008.7411064,TOTAL
2859,Madhya Pradesh,2018,2,dhar,238497,351923712.98836184,TOTAL
2860,Madhya Pradesh,2018,3,bhopal,3157810,4500771533.49004,TOTAL
2861,Madhya Pradesh,2018,3,indore,2082530,3633508421.8101254,TOTAL
2862,Madhya Pradesh,2018,3,sagar,792217,664927054.0421132,TOTAL
2863,Madhya Pradesh,2018,3,sehore,758026,813770551.0306485,TOTAL
2864,Madhya Pradesh,2018,3,gwalior,726317,1161920835.789859,TOTAL
2865,Madhya Pradesh,2018,3,jabalpur,701227,958869249.390048,TOTAL
2866,Madhya Pradesh,2018,3,rewa,566062,685929451.0927081,TOTAL
2867,Madhya Pradesh,2018,3,ujjain,498756,721272323.6353652,TOTAL
2868,Madhya Pradesh,2018,3,narsinghpur,426854,345889819.40697944,TOTAL
2869,Madhya Pradesh,2018,3,dhar,425936,570906796.1316426,TOTAL
2870,Madhya Pradesh,2018,4,bhopal,4226983,6249310700.95542,TOTAL
2871,Madhya Pradesh,2018,4,indore,2826520,5075021922.79704,TOTAL
2872,Madhya Pradesh,2018,4,gwalior,894712,1644666010.3465357,TOTAL
2873,Madhya Pradesh,2018,4,jabalpur,866243,1360238729.0313094,TOTAL
2874,Madhya Pradesh,2018,4,sehore,783146,1051788224.0566217,TOTAL
2875,Madhya Pradesh,2018,4,rewa,588836,933681137.7141752,TOTAL
2876,Madhya Pradesh,2018,4,ujjain,585638,981666410.735889,TOTAL
2877,Madhya Pradesh,2018,4,sagar,573261,742271402.2191862,TOTAL
2878,Madhya Pradesh,2018,4,dhar,536104,820460181.5187452,TOTAL
2879,Madhya Pradesh,2018,4,dewas,501654,821092172.381887,TOTAL
2880,Madhya Pradesh,2019,1,bhopal,8252290,9878412374.297678,TOTAL
2881,Madhya Pradesh,2019,1,indore,5731364,8462300131.378916,TOTAL
2882,Madhya Pradesh,2019,1,sehore,1598108,1381467050.209204,TOTAL
2883,Madhya Pradesh,2019,1,jabalpur,1489827,2066194878.07519,TOTAL
2884,Madhya Pradesh,2019,1,gwalior,1342886,2088543078.353699,TOTAL
2885,Madhya Pradesh,2019,1,dhar,976357,1063530759.7629424,TOTAL
2886,Madhya Pradesh,2019,1,ujjain,940607,1264261226.7636352,TOTAL
2887,Madhya Pradesh,2019,1,sagar,925998,1031788235.321145,TOTAL
2888,Madhya Pradesh,2019,1,dewas,911351,1084348082.083155,TOTAL
2889,Madhya Pradesh,2019,1,rewa,866533,1138882577.7546175,TOTAL
2890,Madhya Pradesh,2019,2,bhopal,12031142,17309015090.75333,TOTAL
2891,Madhya Pradesh,2019,2,indore,8459734,14340814113.22087,TOTAL
2892,Madhya Pradesh,2019,2,jabalpur,2003659,3365108021.1103716,TOTAL
2893,Madhya Pradesh,2019,2,gwalior,1264694,2419928141.075864,TOTAL
2894,Madhya Pradesh,2019,2,sehore,1000398,1498323453.5966249,TOTAL
2895,Madhya Pradesh,2019,2,ujjain,869522,1520840061.8610396,TOTAL
2896,Madhya Pradesh,2019,2,sagar,758405,1228020791.0177653,TOTAL
2897,Madhya Pradesh,2019,2,hoshangabad,733352,1398321448.0271442,TOTAL
2898,Madhya Pradesh,2019,2,rewa,718741,1390495018.41335,TOTAL
2899,Madhya Pradesh,2019,2,dewas,705805,1221413819.1866453,TOTAL
2900,Madhya Pradesh,2019,3,bhopal,15339970,19449113922.050434,TOTAL
2901,Madhya Pradesh,2019,3,indore,11739888,17332954157.395485,TOTAL
2902,Madhya Pradesh,2019,3,jabalpur,2424190,3585214328.9999766,TOTAL
2903,Madhya Pradesh,2019,3,gwalior,1945426,2938882604.9629474,TOTAL
2904,Madhya Pradesh,2019,3,ujjain,1287391,1861274343.6180212,TOTAL
2905,Madhya Pradesh,2019,3,sehore,1227719,1645829156.9951177,TOTAL
2906,Madhya Pradesh,2019,3,dewas,992605,1490521770.4985013,TOTAL
2907,Madhya Pradesh,2019,3,rewa,935300,1453796034.8352695,TOTAL
2908,Madhya Pradesh,2019,3,sagar,935229,1347968051.4244916,TOTAL
2909,Madhya Pradesh,2019,3,dhar,895526,1358217450.0838826,TOTAL
2910,Madhya Pradesh,2019,4,bhopal,18062429,24303685079.877422,TOTAL
2911,Madhya Pradesh,2019,4,indore,15879423,23175261773.68209,TOTAL
2912,Madhya Pradesh,2019,4,jabalpur,2901762,4636477563.561832,TOTAL
2913,Madhya Pradesh,2019,4,gwalior,2509157,4050254390.723213,TOTAL
2914,Madhya Pradesh,2019,4,ujjain,1649254,2534823488.3187428,TOTAL
2915,Madhya Pradesh,2019,4,sehore,1629869,2294177801.2437177,TOTAL
2916,Madhya Pradesh,2019,4,dewas,1251392,2061011651.7828116,TOTAL
2917,Madhya Pradesh,2019,4,sagar,1218814,1853137602.0859163,TOTAL
2918,Madhya Pradesh,2019,4,dhar,1194971,1868318600.635218,TOTAL
2919,Madhya Pradesh,2019,4,rewa,1160674,2078184265.1862037,TOTAL
2920,Madhya Pradesh,2020,1,indore,20249473,30491290764.19948,TOTAL
2921,Madhya Pradesh,2020,1,bhopal,18872294,26955303213.752163,TOTAL
2922,Madhya Pradesh,2020,1,jabalpur,3486010,5963024021.3977585,TOTAL
2923,Madhya Pradesh,2020,1,gwalior,2793829,4742983278.610157,TOTAL
2924,Madhya Pradesh,2020,1,ujjain,1956388,2984071094.5180407,TOTAL
2925,Madhya Pradesh,2020,1,sehore,1747508,2672516076.5999746,TOTAL
2926,Madhya Pradesh,2020,1,chhindwara,1550995,2660677487.5778346,TOTAL
2927,Madhya Pradesh,2020,1,dewas,1550696,2464387871.393967,TOTAL
2928,Madhya Pradesh,2020,1,dhar,1500274,2336164021.151242,TOTAL
2929,Madhya Pradesh,2020,1,rewa,1358528,2622020903.5922184,TOTAL
2930,Madhya Pradesh,2020,2,bhopal,14074026,27679446324.45678,TOTAL
2931,Madhya Pradesh,2020,2,indore,13320426,28685653051.73161,TOTAL
2932,Madhya Pradesh,2020,2,gwalior,2624767,4775816368.953523,TOTAL
2933,Madhya Pradesh,2020,2,jabalpur,2318052,4127023650.0580335,TOTAL
2934,Madhya Pradesh,2020,2,ujjain,2060273,3502234253.762901,TOTAL
2935,Madhya Pradesh,2020,2,sehore,2007098,3502556848.342663,TOTAL
2936,Madhya Pradesh,2020,2,chhindwara,1950309,3543387312.8824368,TOTAL
2937,Madhya Pradesh,2020,2,dewas,1913320,3316587068.990117,TOTAL
2938,Madhya Pradesh,2020,2,rewa,1877915,3929625254.5108604,TOTAL
2939,Madhya Pradesh,2020,2,dhar,1792207,2906918483.5859733,TOTAL
2940,Madhya Pradesh,2020,3,bhopal,29560361,57525605025.512215,TOTAL
2941,Madhya Pradesh,2020,3,indore,17544816,31851463020.761208,TOTAL
2942,Madhya Pradesh,2020,3,gwalior,3978884,7817520356.40003,TOTAL
2943,Madhya Pradesh,2020,3,jabalpur,3568035,6733555697.65695,TOTAL
2944,Madhya Pradesh,2020,3,ujjain,2921971,5297389626.97533,TOTAL
2945,Madhya Pradesh,2020,3,dhar,2527639,4260243322.8625326,TOTAL
2946,Madhya Pradesh,2020,3,sehore,2512141,4197137117.0135603,TOTAL
2947,Madhya Pradesh,2020,3,dewas,2498225,4394184455.067969,TOTAL
2948,Madhya Pradesh,2020,3,chhindwara,2113701,3726188140.6403146,TOTAL
2949,Madhya Pradesh,2020,3,rewa,2086383,3959365505.5119104,TOTAL
2950,Madhya Pradesh,2020,4,bhopal,38492334,67905952477.88091,TOTAL
2951,Madhya Pradesh,2020,4,indore,25715586,42359214660.836296,TOTAL
2952,Madhya Pradesh,2020,4,gwalior,6115831,12129267094.949297,TOTAL
2953,Madhya Pradesh,2020,4,jabalpur,5245511,9769636688.245636,TOTAL
2954,Madhya Pradesh,2020,4,ujjain,4280284,7849328204.967745,TOTAL
2955,Madhya Pradesh,2020,4,dhar,3833814,6450900581.257767,TOTAL
2956,Madhya Pradesh,2020,4,dewas,3659099,6453013619.067839,TOTAL
2957,Madhya Pradesh,2020,4,sehore,3633263,6071266571.198605,TOTAL
2958,Madhya Pradesh,2020,4,chhindwara,3170211,5890642613.695305,TOTAL
2959,Madhya Pradesh,2020,4,rewa,3045335,6440539078.097477,TOTAL
2960,Madhya Pradesh,2021,1,bhopal,67309234,101725720745.41441,TOTAL
2961,Madhya Pradesh,2021,1,indore,37457244,53867415617.00962,TOTAL
2962,Madhya Pradesh,2021,1,gwalior,7162483,13365571399.680473,TOTAL
2963,Madhya Pradesh,2021,1,jabalpur,6508756,11341470367.935308,TOTAL
2964,Madhya Pradesh,2021,1,ujjain,4926814,8661804508.825624,TOTAL
2965,Madhya Pradesh,2021,1,dhar,4368739,7366487165.421755,TOTAL
2966,Madhya Pradesh,2021,1,dewas,3992803,6833124438.36656,TOTAL
2967,Madhya Pradesh,2021,1,sehore,3804912,6207673600.695252,TOTAL
2968,Madhya Pradesh,2021,1,chhindwara,3281453,6171721022.75809,TOTAL
2969,Madhya Pradesh,2021,1,sagar,3149917,5653447301.758538,TOTAL
2970,Madhya Pradesh,2021,2,bhopal,74643630,127038866031.39793,TOTAL
2971,Madhya Pradesh,2021,2,indore,34159162,59026805792.65047,TOTAL
2972,Madhya Pradesh,2021,2,gwalior,7475892,15466583871.368423,TOTAL
2973,Madhya Pradesh,2021,2,jabalpur,6808088,12879587251.083908,TOTAL
2974,Madhya Pradesh,2021,2,dhar,5029916,9012726646.390884,TOTAL
2975,Madhya Pradesh,2021,2,ujjain,4879699,9676724764.226078,TOTAL
2976,Madhya Pradesh,2021,2,dewas,4430778,8482648817.275978,TOTAL
2977,Madhya Pradesh,2021,2,sehore,4199604,7779826903.455323,TOTAL
2978,Madhya Pradesh,2021,2,chhindwara,3787673,7484666557.941613,TOTAL
2979,Madhya Pradesh,2021,2,rewa,3692722,8211449728.951238,TOTAL
2980,Madhya Pradesh,2021,3,bhopal,103403998,146735124186.2163,TOTAL
2981,Madhya Pradesh,2021,3,indore,55970712,81712956761.21715,TOTAL
2982,Madhya Pradesh,2021,3,gwalior,10677148,19237891487.133667,TOTAL
2983,Madhya Pradesh,2021,3,jabalpur,9691966,16293034528.474735,TOTAL
2984,Madhya Pradesh,2021,3,ujjain,7652620,13233697399.244934,TOTAL
2985,Madhya Pradesh,2021,3,dhar,7010257,11371461567.624537,TOTAL
2986,Madhya Pradesh,2021,3,dewas,6092595,9986506658.490002,TOTAL
2987,Madhya Pradesh,2021,3,sehore,5466240,8629273157.345976,TOTAL
2988,Madhya Pradesh,2021,3,chhindwara,5106996,8670292561.634789,TOTAL
2989,Madhya Pradesh,2021,3,sagar,4691027,8366148265.503399,TOTAL
2990,Madhya Pradesh,2021,4,bhopal,134176541,190196223229.17584,TOTAL
2991,Madhya Pradesh,2021,4,indore,73486993,107685836352.74806,TOTAL
2992,Madhya Pradesh,2021,4,gwalior,13721879,25012279408.26774,TOTAL
2993,Madhya Pradesh,2021,4,jabalpur,12476449,20920967750.048428,TOTAL
2994,Madhya Pradesh,2021,4,ujjain,9436286,16998154949.070953,TOTAL
2995,Madhya Pradesh,2021,4,dhar,8770665,14454487270.115353,TOTAL
2996,Madhya Pradesh,2021,4,dewas,7659615,13007477185.675833,TOTAL
2997,Madhya Pradesh,2021,4,sehore,6733399,10809509304.10481,TOTAL
2998,Madhya Pradesh,2021,4,chhindwara,6522234,11185696130.666462,TOTAL
2999,Madhya Pradesh,2021,4,rewa,6195961,12315058116.409243,TOTAL
3000,Madhya Pradesh,2022,1,bhopal,159892411,221096758835.2795,TOTAL
3001,Madhya Pradesh,2022,1,indore,82698834,117708333766.98831,TOTAL
3002,Madhya Pradesh,2022,1,gwalior,15549106,27692015434.858017,TOTAL
3003,Madhya Pradesh,2022,1,jabalpur,14198131,23727705882.80347,TOTAL
3004,Madhya Pradesh,2022,1,ujjain,11174270,19317822240.980057,TOTAL
3005,Madhya Pradesh,2022,1,dhar,10117283,16593117838.03894,TOTAL
3006,Madhya Pradesh,2022,1,dewas,8873232,14573666819.387135,TOTAL
3007,Madhya Pradesh,2022,1,sehore,7782311,12240349684.93433,TOTAL
3008,Madhya Pradesh,2022,1,chhindwara,7709009,12667985167.90129,TOTAL
3009,Madhya Pradesh,2022,1,sagar,7000254,11999611899.066284,TOTAL
3010,Madhya Pradesh,2022,2,bhopal,185588829,255910395858.58392,TOTAL
3011,Madhya Pradesh,2022,2,indore,94002709,130634964642.79424,TOTAL
3012,Madhya Pradesh,2022,2,gwalior,18027874,32093579424.108437,TOTAL
3013,Madhya Pradesh,2022,2,jabalpur,16889784,27629576719.43084,TOTAL
3014,Madhya Pradesh,2022,2,ujjain,12860422,22270090166.47255,TOTAL
3015,Madhya Pradesh,2022,2,dhar,11567048,18840900182.77164,TOTAL
3016,Madhya Pradesh,2022,2,dewas,9969749,16816037627.773096,TOTAL
3017,Madhya Pradesh,2022,2,chhindwara,8962440,14596356954.002365,TOTAL
3018,Madhya Pradesh,2022,2,sehore,8725327,14417789308.970549,TOTAL
3019,Madhya Pradesh,2022,2,rewa,8417985,16928268530.619324,TOTAL
3020,Madhya Pradesh,2022,3,chhindwara,169367916,236429180484.71173,TOTAL
3021,Madhya Pradesh,2022,3,bhopal,156507125,194323899841.67703,TOTAL
3022,Madhya Pradesh,2022,3,indore,140075797,181342408308.11453,TOTAL
3023,Madhya Pradesh,2022,3,gwalior,19510123,31696730031.83982,TOTAL
3024,Madhya Pradesh,2022,3,jabalpur,17564654,26204520330.92041,TOTAL
3025,Madhya Pradesh,2022,3,ujjain,14059587,21942517753.50229,TOTAL
3026,Madhya Pradesh,2022,3,dhar,12392412,18195974455.547993,TOTAL
3027,Madhya Pradesh,2022,3,dewas,10823857,16145007712.632084,TOTAL
3028,Madhya Pradesh,2022,3,rewa,8837903,14504856959.73714,TOTAL
3029,Madhya Pradesh,2022,3,sehore,8802203,12815375203.387741,TOTAL
3030,Madhya Pradesh,2022,4,chhindwara,245710341,350638062974.8574,TOTAL
3031,Madhya Pradesh,2022,4,bhopal,190199488,243653886996.01984,TOTAL
3032,Madhya Pradesh,2022,4,indore,158576063,210881632372.97565,TOTAL
3033,Madhya Pradesh,2022,4,gwalior,21340912,35102831658.15674,TOTAL
3034,Madhya Pradesh,2022,4,jabalpur,17383664,26637455898.079086,TOTAL
3035,Madhya Pradesh,2022,4,ujjain,16707523,27113247453.133526,TOTAL
3036,Madhya Pradesh,2022,4,dhar,13287245,20206456864.59485,TOTAL
3037,Madhya Pradesh,2022,4,dewas,11710945,18499556126.900196,TOTAL
3038,Madhya Pradesh,2022,4,shahdol,10700938,14780956554.066238,TOTAL
3039,Madhya Pradesh,2022,4,rewa,9898698,16813110581.034153,TOTAL
3040,Maharashtra,2018,1,pune,3842929,5378982326.835919,TOTAL
3041,Maharashtra,2018,1,mumbai,2671029,3923116793.952079,TOTAL
3042,Maharashtra,2018,1,mumbai suburban,1444587,2385242801.288172,TOTAL
3043,Maharashtra,2018,1,thane,1243518,1995816824.6734967,TOTAL
3044,Maharashtra,2018,1,nashik,669259,874435847.1021329,TOTAL
3045,Maharashtra,2018,1,aurangabad,620430,680361961.5537964,TOTAL
3046,Maharashtra,2018,1,nagpur,592456,781981176.1740795,TOTAL
3047,Maharashtra,2018,1,solapur,451438,535791949.0374774,TOTAL
3048,Maharashtra,2018,1,ahmednagar,438972,522540233.7072377,TOTAL
3049,Maharashtra,2018,1,kolhapur,351519,354723905.37194455,TOTAL
3050,Maharashtra,2018,2,pune,5162876,8513428062.925207,TOTAL
3051,Maharashtra,2018,2,mumbai,3277612,6048515205.760132,TOTAL
3052,Maharashtra,2018,2,mumbai suburban,2055232,3877425976.656087,TOTAL
3053,Maharashtra,2018,2,thane,1773084,3339349832.40853,TOTAL
3054,Maharashtra,2018,2,nashik,956098,1502940957.143,TOTAL
3055,Maharashtra,2018,2,nagpur,792349,1325086381.0421863,TOTAL
3056,Maharashtra,2018,2,aurangabad,789032,1121247393.1699817,TOTAL
3057,Maharashtra,2018,2,solapur,657732,1017429009.0580833,TOTAL
3058,Maharashtra,2018,2,ahmednagar,616058,960786263.1601061,TOTAL
3059,Maharashtra,2018,2,raigad,469802,849899520.0504556,TOTAL
3060,Maharashtra,2018,3,pune,7890491,12601613622.467594,TOTAL
3061,Maharashtra,2018,3,mumbai,4090811,7438893352.297362,TOTAL
3062,Maharashtra,2018,3,mumbai suburban,3049903,5567618775.346842,TOTAL
3063,Maharashtra,2018,3,thane,2611297,4941785822.789892,TOTAL
3064,Maharashtra,2018,3,nashik,1321016,2243065273.9378605,TOTAL
3065,Maharashtra,2018,3,nagpur,1215989,2003870351.0067477,TOTAL
3066,Maharashtra,2018,3,aurangabad,1171650,1755607884.6928542,TOTAL
3067,Maharashtra,2018,3,solapur,957281,1548416428.5291772,TOTAL
3068,Maharashtra,2018,3,ahmednagar,842685,1476318516.9225848,TOTAL
3069,Maharashtra,2018,3,raigad,717318,1362324762.6075263,TOTAL
3070,Maharashtra,2018,4,pune,11075153,18048884123.019886,TOTAL
3071,Maharashtra,2018,4,mumbai,6060284,11506143747.453331,TOTAL
3072,Maharashtra,2018,4,mumbai suburban,4635750,8268990734.490216,TOTAL
3073,Maharashtra,2018,4,thane,4198385,7592415202.1234455,TOTAL
3074,Maharashtra,2018,4,nagpur,1884842,3079870457.7353897,TOTAL
3075,Maharashtra,2018,4,nashik,1881354,3510737505.1936135,TOTAL
3076,Maharashtra,2018,4,aurangabad,1685901,2758523355.9782867,TOTAL
3077,Maharashtra,2018,4,solapur,1266285,2368140884.7300243,TOTAL
3078,Maharashtra,2018,4,ahmednagar,1226980,2363347728.365555,TOTAL
3079,Maharashtra,2018,4,palghar,1088141,1842460037.4482036,TOTAL
3080,Maharashtra,2019,1,pune,23360634,32233517413.825314,TOTAL
3081,Maharashtra,2019,1,mumbai,8672352,14116666928.151258,TOTAL
3082,Maharashtra,2019,1,mumbai suburban,6743762,10706972932.399767,TOTAL
3083,Maharashtra,2019,1,thane,6590587,10262365751.639568,TOTAL
3084,Maharashtra,2019,1,nagpur,3417783,4445200035.812227,TOTAL
3085,Maharashtra,2019,1,nashik,2967544,4544409151.206467,TOTAL
3086,Maharashtra,2019,1,aurangabad,2792378,3834151759.410431,TOTAL
3087,Maharashtra,2019,1,ahmednagar,1729326,2957722310.1799498,TOTAL
3088,Maharashtra,2019,1,palghar,1719894,2564696463.010165,TOTAL
3089,Maharashtra,2019,1,solapur,1711532,2915291684.2363386,TOTAL
3090,Maharashtra,2019,2,pune,44795652,58398808592.1738,TOTAL
3091,Maharashtra,2019,2,mumbai,9050682,16756255698.406097,TOTAL
3092,Maharashtra,2019,2,thane,7530876,12313829091.41301,TOTAL
3093,Maharashtra,2019,2,mumbai suburban,7064507,11847987142.696594,TOTAL
3094,Maharashtra,2019,2,nagpur,4188658,6025414879.616595,TOTAL
3095,Maharashtra,2019,2,nashik,3923883,5791332953.556848,TOTAL
3096,Maharashtra,2019,2,aurangabad,3396197,4796542321.512946,TOTAL
3097,Maharashtra,2019,2,solapur,1820589,3474067537.180213,TOTAL
3098,Maharashtra,2019,2,raigad,1818926,3167985278.4983797,TOTAL
3099,Maharashtra,2019,2,ahmednagar,1790440,3545962730.754202,TOTAL
3100,Maharashtra,2019,3,pune,67093416,78128868958.39702,TOTAL
3101,Maharashtra,2019,3,thane,11231012,16108408586.919155,TOTAL
3102,Maharashtra,2019,3,mumbai,10401047,19947302478.272934,TOTAL
3103,Maharashtra,2019,3,mumbai suburban,10319061,15257508401.083763,TOTAL
3104,Maharashtra,2019,3,nashik,7028066,8460253081.126101,TOTAL
3105,Maharashtra,2019,3,nagpur,6165553,7727440587.3605995,TOTAL
3106,Maharashtra,2019,3,aurangabad,5823390,6977918217.050415,TOTAL
3107,Maharashtra,2019,3,solapur,2841225,4598818500.230581,TOTAL
3108,Maharashtra,2019,3,ahmednagar,2826165,4766032718.090915,TOTAL
3109,Maharashtra,2019,3,raigad,2748252,4158566617.3787417,TOTAL
3110,Maharashtra,2019,4,pune,91666565,103270644868.1607,TOTAL
3111,Maharashtra,2019,4,mumbai,14329105,29174555412.502365,TOTAL
3112,Maharashtra,2019,4,thane,13830713,20280076921.035427,TOTAL
3113,Maharashtra,2019,4,mumbai suburban,12837253,20156220719.157547,TOTAL
3114,Maharashtra,2019,4,nashik,10054198,12613474576.88743,TOTAL
3115,Maharashtra,2019,4,nagpur,8223885,10735621488.951063,TOTAL
3116,Maharashtra,2019,4,aurangabad,8161133,10014948231.036003,TOTAL
3117,Maharashtra,2019,4,ahmednagar,4236391,7088367322.635469,TOTAL
3118,Maharashtra,2019,4,solapur,3759589,6462184396.413737,TOTAL
3119,Maharashtra,2019,4,raigad,3562595,5355626917.650449,TOTAL
3120,Maharashtra,2020,1,pune,107497963,119146177775.3236,TOTAL
3121,Maharashtra,2020,1,mumbai suburban,23598054,40462122569.6479,TOTAL
3122,Maharashtra,2020,1,thane,15699451,22551048276.307404,TOTAL
3123,Maharashtra,2020,1,nashik,12019521,15505749977.367247,TOTAL
3124,Maharashtra,2020,1,nagpur,10765004,15125508374.00669,TOTAL
3125,Maharashtra,2020,1,aurangabad,9438690,11942430956.817465,TOTAL
3126,Maharashtra,2020,1,ahmednagar,5518308,9057699649.519627,TOTAL
3127,Maharashtra,2020,1,solapur,4939298,8556069047.344244,TOTAL
3128,Maharashtra,2020,1,mumbai,4716907,8325816941.590815,TOTAL
3129,Maharashtra,2020,1,raigad,4244606,6091061427.355885,TOTAL
3130,Maharashtra,2020,2,pune,58840981,94890914730.75931,TOTAL
3131,Maharashtra,2020,2,mumbai suburban,14673823,26603760478.450813,TOTAL
3132,Maharashtra,2020,2,thane,12230364,18163626280.67061,TOTAL
